% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Sep 27 2019, 15:21"
% Table,time_to_equilibrium_3 {tbl21} - Pressure {gev28} (sw1(t))
% K_ads (m^3/kg),Pressurization cycles index,t (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1)
5.28,3,13,15,1.1306564080442967E-6,2.78312280845939,0.2901987889739162,27.292156493231516,0.0018306363370299192,3.511698701506467E8,7708.799999999987,0.018506689845553304,0.1159634360739743,45554.41445499257,243159.39788072425,-4.369946873484448,-0.2078376857911321
5.28,3,14,15,1.1308627564695663E-6,2.7836307373091906,0.2902517683790721,27.291590852389394,0.0018305983963607896,3.511625920148522E8,7708.799999999987,0.018506306287015807,0.11598460664427457,45553.47032156139,243154.3583051004,-4.369946873484464,-0.20783768579113288
5.28,3,15,15,1.1310691380859894E-6,2.7841387478593695,0.29025899426339064,27.291025393982746,0.0018305604679286194,3.5115531622646636E8,7708.799999999987,0.018505922852186985,0.11598749410764828,45552.52649264044,243149.32035488507,-4.369946873484465,-0.20783768579113288
5.28,3,16,15,1.1312755375727567E-6,2.784646802397591,0.29024158613885903,27.290460033800613,0.0018305225460849132,3.511480417019415E8,7708.799999999987,0.01850553948396381,0.11598053782108546,45551.58282766987,243144.28327980035,-4.369946873484467,-0.207837685791133
5.28,3,17,15,1.1314819370595243E-6,2.7851548569358138,0.29022417801432576,27.28989467361848,0.0018304846242412093,3.5114076717741656E8,7708.799999999987,0.018505156115740624,0.11597358153452195,45550.639162699306,243139.2462047161,-4.369946873484467,-0.207837685791133
5.28,3,18,15,1.131145779317862E-6,2.784327401069112,0.2901480647977556,27.289329750615448,0.0018304467317215329,3.511334982781022E8,7708.799999999987,0.018504773043966655,0.11594316669318053,45549.69622744167,243134.2130246776,-4.369946873484466,-0.2078376857911329
5.28,3,19,15,1.1304090297368143E-6,2.782513884116881,0.2900286072488859,27.28876515039937,0.001830408860852966,3.511262335321077E8,7708.799999999987,0.01850439019107305,0.11589543145665218,45548.753830960435,243129.1827205085,-4.369946873484467,-0.207837685791133
5.28,3,20,15,1.1296722801557666E-6,2.78070036716465,0.289909149700015,27.288200550183284,0.0018303709899843985,3.51118968786113E8,7708.799999999987,0.018504007338179466,0.1158476962201234,45547.81143447914,243124.1524163397,-4.369946873484467,-0.207837685791133
5.28,3,21,15,1.1290005129177173E-6,2.779046804942839,0.28977378936680687,27.28763636607349,0.0018303331470263865,3.511117093941838E8,7708.799999999987,0.018503624767445673,0.11579360623097343,45546.86973253726,243119.1258194686,-4.369946873484467,-0.207837685791133
5.28,3,22,15,1.128402642800219E-6,2.777575141271482,0.28962034458300673,27.287072655154553,0.0018302953358079127,3.511044560908307E8,7708.799999999987,0.018503242517580516,0.11573228969536685,45545.92882041698,243114.10343849045,-4.369946873484465,-0.20783768579113288
5.28,3,23,15,1.127804772682721E-6,2.7761034776001257,0.28946689979920615,27.286508944235642,0.0018302575245894423,3.510972027874779E8,7708.799999999987,0.01850286026771537,0.11567097315976016,45544.98790829672,243109.08105751217,-4.369946873484465,-0.20783768579113288
5.28,3,24,15,1.1272069162133946E-6,2.774631847523889,0.2892972744131471,27.285946248211,0.0018302197814455581,3.510899625428327E8,7708.799999999987,0.018502478706045544,0.11560319085549098,45544.04869017646,243104.06771873208,-4.369946873484465,-0.20783768579113288
5.28,3,25,15,1.1266090658274814E-6,2.773160232422039,0.2891204368311168,27.28538400455619,0.00183018206864463,3.5108272811885804E8,7708.799999999987,0.018502097451125653,0.11553252655771165,45543.110227124605,243099.05841033996,-4.369946873484465,-0.20783768579113288
5.28,3,26,15,1.1260112154415683E-6,2.7716886173201893,0.28894359924908464,27.2848217609014,0.0018301443558437019,3.5107549369488376E8,7708.799999999987,0.01850171619620578,0.11546186225993159,45542.17176407268,243094.04910194778,-4.369946873484465,-0.20783768579113288
5.28,3,27,15,1.125413365055655E-6,2.7702170022183394,0.28876676166705395,27.28425951724662,0.0018301066430427742,3.510682592709096E8,7708.799999999987,0.018501334941285936,0.11539119796215216,45541.23330102083,243089.03979355583,-4.369946873484466,-0.2078376857911329
5.28,3,28,15,1.1248155146697417E-6,2.7687453871164895,0.2885899240850226,27.283697273591823,0.0018300689302418456,3.510610248469352E8,7708.799999999987,0.018500953686366062,0.11532053366437243,45540.29483796898,243084.03048516356,-4.369946873484465,-0.20783768579113288
5.28,3,29,15,1.1241847286685843E-6,2.7671927006464108,0.2884095197972151,27.283135723683476,0.001830031263974341,3.510537993494394E8,7708.799999999987,0.018500572901872563,0.11524844411096452,45539.35753287661,243079.0273577035,-4.369946873484465,-0.20783768579113288
5.28,3,30,15,1.1233503832741984E-6,2.76513895055865,0.28820707139521023,27.282578461492527,0.0018299938853078264,3.510466290222692E8,7708.799999999987,0.01850019502486116,0.1151675457295234,45538.42738458246,243074.06243165093,-4.369946873484466,-0.2078376857911329
5.28,3,31,15,1.122516037879812E-6,2.763085200470888,0.2880046229932044,27.28202119930159,0.0018299565066413116,3.510394586950992E8,7708.799999999987,0.018499817147849745,0.11508664734808186,45537.49723628824,243069.09750559786,-4.369946873484466,-0.2078376857911329
5.28,3,32,15,1.121681692485426E-6,2.7610314503831264,0.28780217459119894,27.28146393711061,0.0018299191279747987,3.510322883679287E8,7708.799999999987,0.01849943927083833,0.1150057489666405,45536.56708799405,243064.13257954488,-4.369946873484466,-0.2078376857911329
5.28,3,33,15,1.1208473470910398E-6,2.758977700295365,0.28759972618919444,27.280906674919674,0.0018298817493082853,3.5102511804075867E8,7708.799999999987,0.018499061393826934,0.11492485058519951,45535.63693969987,243059.1676534918,-4.369946873484467,-0.207837685791133
5.28,3,34,15,1.1200130016966534E-6,2.756923950207603,0.28739727778718877,27.28034941272872,0.0018298443706417722,3.510179477135885E8,7708.799999999987,0.0184986835168155,0.11484395220375804,45534.70679140572,243054.20272743894,-4.369946873484466,-0.2078376857911329
5.28,3,35,15,1.1191786563022672E-6,2.754870200119841,0.287194829385184,27.279792150537727,0.0018298069919752548,3.5101077738641775E8,7708.799999999987,0.0184983056398041,0.11476305382231693,45533.7766431115,243049.23780138578,-4.369946873484466,-0.2078376857911329
5.28,3,36,15,1.1183443109078812E-6,2.7528164500320798,0.2869923809831787,27.279234888346803,0.0018297696133087417,3.510036070592479E8,7708.799999999987,0.018497927762792677,0.11468215544087562,45532.846494817306,243044.2728753331,-4.369946873484465,-0.20783768579113288
5.28,3,37,15,1.1175099655134948E-6,2.750762699944318,0.2867899325811735,27.27867762615584,0.001829732234642227,3.509964367320776E8,7708.799999999987,0.018497549885781266,0.11460125705943434,45531.9163465231,243039.30794927987,-4.369946873484467,-0.207837685791133
5.28,3,38,15,1.1166756201191088E-6,2.7487089498565567,0.28658748417916785,27.278120363964856,0.0018296948559757126,3.50989266404907E8,7708.799999999987,0.01849717200876985,0.11452035867799289,45530.986198228966,243034.34302322695,-4.369946873484467,-0.207837685791133
5.28,3,39,15,1.1158412747247226E-6,2.7466551997687945,0.28638503577716284,27.27756310177393,0.0018296574773091954,3.509820960777371E8,7708.799999999987,0.018496794131758445,0.11443946029655169,45530.05604993477,243029.37809717408,-4.369946873484467,-0.207837685791133
5.28,3,40,15,1.1150091751135029E-6,2.744606977700252,0.2861827611888316,27.27700596090559,0.0018296201067804657,3.509749273116325E8,7708.799999999987,0.01849641633701537,0.11435863137105455,45529.12610414496,243024.41425204475,-4.369946873484467,-0.207837685791133
5.28,3,41,15,1.1142400884460636E-6,2.7427138626649477,0.28598536352337717,27.276452224148407,0.001829582964584352,3.509678023464373E8,7708.799999999987,0.018496040850584913,0.11427975126393894,45528.20184029132,243019.4807358351,-4.369946873484467,-0.207837685791133
5.28,3,42,15,1.1134710017786246E-6,2.7408207476296433,0.28578796585792177,27.275898487391256,0.0018295458223882427,3.5096067738124245E8,7708.799999999987,0.018495665364154482,0.11420087115682295,45527.27757643766,243014.54721962594,-4.369946873484467,-0.207837685791133
5.28,3,43,15,1.112701915111186E-6,2.73892763259434,0.28559056819246664,27.275344750634137,0.0018295086801921293,3.50953552416048E8,7708.799999999987,0.018495289877724027,0.11412199104970709,45526.353312584004,243009.6137034161,-4.369946873484467,-0.207837685791133
5.28,3,44,15,1.111932828443747E-6,2.737034517559036,0.2853931705270116,27.27479101387696,0.001829471537996016,3.509464274508528E8,7708.799999999987,0.018494914391293582,0.11404311094259126,45525.42904873044,243004.6801872061,-4.369946873484466,-0.2078376857911329
5.28,3,45,15,1.111163741776308E-6,2.735141402523732,0.28519577286155573,27.274237277119795,0.0018294343957999057,3.509393024856578E8,7708.799999999987,0.018494538904863137,0.1139642308354751,45524.50478487678,242999.7466709968,-4.369946873484465,-0.20783768579113288
5.28,3,46,15,1.110394655108869E-6,2.7332482874884283,0.28499837519610116,27.273683540362676,0.0018293972536037948,3.5093217752046335E8,7708.799999999987,0.018494163418432696,0.11388535072835944,45523.58052102312,242994.8131547872,-4.369946873484465,-0.20783768579113288
5.28,3,47,15,1.1096255684414299E-6,2.7313551724531235,0.2848009775306445,27.273129803605492,0.0018293601114076794,3.5092505255526817E8,7708.799999999987,0.018493787932002258,0.11380647062124297,45522.65625716953,242989.87963857755,-4.369946873484465,-0.20783768579113288
5.28,3,48,15,1.1088564817739908E-6,2.7294620574178197,0.2846035798651898,27.272576066848355,0.0018293229692115669,3.5091792759007347E8,7708.799999999987,0.018493412445571834,0.11372759051412726,45521.73199331587,242984.94612236798,-4.369946873484465,-0.20783768579113288
5.28,3,49,15,1.1080873951065518E-6,2.727568942382516,0.2844061821997341,27.27202233009124,0.0018292858270154567,3.5091080262487906E8,7708.799999999987,0.01849303695914136,0.11364871040701119,45520.80772946226,242980.01260615865,-4.369946873484465,-0.20783768579113288
5.28,3,50,15,1.1073183078929226E-6,2.725675826002759,0.28421604347272444,27.271471338219552,0.001829248868934041,3.509037129782957E8,7708.799999999987,0.018492663334005552,0.1135727309716981,45519.88804720522,242975.10354549912,-4.369946873484466,-0.2078376857911329
5.28,3,51,15,1.1065492206583506E-6,2.7237827095714504,0.2840261830803194,27.270920451596965,0.001829211917912264,3.5089662468595904E8,7708.799999999987,0.01849228978023868,0.11349686275889308,45518.968540623566,242970.19542255581,-4.369946873484466,-0.2078376857911329
5.28,3,52,15,1.1057801334237783E-6,2.7218895931401415,0.2838363226879124,27.27036956497435,0.0018291749668904883,3.50889536393622E8,7708.799999999987,0.01849191622647182,0.11342099454608726,45518.0490340419,242965.28729961297,-4.369946873484466,-0.2078376857911329
5.28,3,53,15,1.105011046189206E-6,2.7199964767088334,0.2836464622955061,27.26981867835178,0.001829138015868713,3.5088244810128564E8,7708.799999999987,0.018491542672704916,0.11334512633328168,45517.1295274602,242960.3791766699,-4.369946873484465,-0.20783768579113288
5.28,3,54,15,1.104241958954634E-6,2.7181033602775253,0.28345660190310085,27.26926779172916,0.001829101064846936,3.508753598089486E8,7708.799999999987,0.018491169118938038,0.11326925812047653,45516.210020878585,242955.47105372697,-4.369946873484467,-0.207837685791133
5.28,3,55,15,1.103472871720062E-6,2.716210243846217,0.28326674151069453,27.26871690510658,0.0018290641138251616,3.50868271516612E8,7708.799999999987,0.018490795565171168,0.11319338990767097,45515.29051429695,242950.56293078396,-4.369946873484467,-0.207837685791133
5.28,3,56,15,1.1027037844854894E-6,2.7143171274149083,0.28307688111828777,27.268166018484013,0.0018290271628033854,3.5086118322427565E8,7708.799999999987,0.018490422011404294,0.11311752169486523,45514.37100771528,242945.65480784094,-4.369946873484467,-0.207837685791133
5.28,3,57,15,1.1019346972509174E-6,2.7124240109835998,0.28288702072588207,27.267615131861422,0.00182899021178161,3.508540949319389E8,7708.799999999987,0.018490048457637406,0.11304165348205993,45513.451501133684,242940.7466848981,-4.369946873484467,-0.207837685791133
5.28,3,58,15,1.101165610016345E-6,2.710530894552291,0.2826971603334758,27.267064245238863,0.001828953260759833,3.5084700663960266E8,7708.799999999987,0.01848967490387053,0.1129657852692544,45512.53199455201,242935.83856195497,-4.369946873484467,-0.207837685791133
5.28,3,59,15,1.100396522781773E-6,2.708637778120983,0.28250729994106943,27.266513358616248,0.0018289163097380582,3.5083991834726554E8,7708.799999999987,0.01848930135010365,0.11288991705644878,45511.612487970335,242930.93043901157,-4.369946873484467,-0.207837685791133
5.28,3,60,15,1.0996274355472008E-6,2.7067446616896746,0.28231743954866456,27.265962471993646,0.0018288793587162813,3.508328300549288E8,7708.799999999987,0.018488927796336777,0.11281404884364382,45510.692981388675,242926.02231606888,-4.369946873484467,-0.207837685791133
5.28,3,61,15,1.0988583483126287E-6,2.704851545258366,0.28212757915625836,27.265411585371087,0.0018288424076945069,3.508257417625925E8,7708.799999999987,0.0184885542425699,0.11273818063083828,45509.773474806985,242921.11419312598,-4.369946873484467,-0.207837685791133
5.28,3,62,15,1.0980892610780564E-6,2.7029584288270576,0.2819377187638518,27.26486069874847,0.0018288054566727293,3.5081865347025543E8,7708.799999999987,0.018488180688803025,0.11266231241803262,45508.8539682254,242916.2060701827,-4.369946873484467,-0.207837685791133
5.28,3,63,15,1.0973201738434844E-6,2.7010653123957495,0.2817478583714458,27.264309812125898,0.001828768505650955,3.5081156517791903E8,7708.799999999987,0.018487807135036144,0.1125864442052272,45507.9344616437,242911.2979472399,-4.369946873484467,-0.207837685791133
5.28,3,64,15,1.096551086608912E-6,2.699172195964441,0.28155799797903974,27.2637589255033,0.0018287315546291778,3.508044768855822E8,7708.799999999987,0.018487433581269266,0.11251057599242174,45507.01495506206,242906.38982429658,-4.369946873484467,-0.207837685791133
5.28,3,65,15,1.09578199937434E-6,2.697279079533133,0.281368137586633,27.26320803888072,0.0018286946036074002,3.507973885932456E8,7708.799999999987,0.018487060027502392,0.112434707779616,45506.09544848042,242901.48170135397,-4.369946873484467,-0.207837685791133
5.28,3,66,15,1.0950404862401614E-6,2.69545383704406,0.28118289673791286,27.262658582682956,0.0018286577485321508,3.507903187062739E8,7708.799999999987,0.018486687443700193,0.11236068553646744,45505.17832947716,242896.58632277674,-4.369946873484467,-0.207837685791133
5.28,3,67,15,1.094440490325167E-6,2.693976940699492,0.2810213645493796,27.26211646778499,0.001828621385878609,3.5078334328026193E8,7708.799999999987,0.01848631983800075,0.11229613727392955,45504.27346412696,242891.75635149184,-4.369946873484467,-0.207837685791133
5.28,3,68,15,1.0938404944101727E-6,2.692500044354924,0.2808598323608469,27.261574352887035,0.0018285850232250638,3.5077636785425013E8,7708.799999999987,0.018485952232301338,0.11223158901139187,45503.36859877677,242886.92638020698,-4.369946873484467,-0.207837685791133
5.28,3,69,15,1.0932404984951783E-6,2.6910231480103555,0.2806983001723128,27.261032237989124,0.0018285486605715208,3.5076939242823887E8,7708.799999999987,0.01848558462660187,0.11216704074885364,45502.46373342651,242882.09640892164,-4.369946873484467,-0.207837685791133
5.28,3,70,15,1.092640502580184E-6,2.6895462516657873,0.2805367679837812,27.26049012309113,0.0018285122979179768,3.5076241700222653E8,7708.799999999987,0.018485217020902413,0.11210249248631642,45501.55886807634,242877.2664376369,-4.369946873484466,-0.2078376857911329
5.28,3,71,15,1.0920405066651894E-6,2.688069355321219,0.28037523579524753,27.25994800819317,0.0018284759352644334,3.507554415762146E8,7708.799999999989,0.018484849415202995,0.11203794422377837,45500.654002726085,242872.43646635185,-4.369946873484466,-0.2078376857911329
5.28,3,72,15,1.091440510750195E-6,2.6865924589766506,0.28021370360671444,27.259405893295245,0.00182843957261089,3.507484661502032E8,7708.799999999987,0.018484481809503527,0.11197339596124053,45499.74913737589,242867.6064950669,-4.369946873484467,-0.207837685791133
5.28,3,73,15,1.090840514835201E-6,2.6851155626320824,0.2800521714181809,27.258863778397295,0.0018284032099573453,3.507414907241915E8,7708.799999999987,0.0184841142038041,0.11190884769870255,45498.844272025664,242862.7765237821,-4.369946873484467,-0.207837685791133
5.28,3,74,15,1.0902405189202066E-6,2.6836386662875147,0.27989063922964846,27.25832166349936,0.001828366847303803,3.507345152981799E8,7708.799999999987,0.01848374659810465,0.11184429943616499,45497.93940667546,242857.94655249701,-4.369946873484467,-0.207837685791133
5.28,3,75,15,1.0896405230052123E-6,2.682161769942946,0.2797291070411147,27.257779548601395,0.0018283304846502591,3.50727539872168E8,7708.799999999987,0.018483378992405233,0.1117797511736269,45497.03454132529,242853.1165812121,-4.3699468734844675,-0.20783768579113301
5.28,3,76,15,1.089040527090218E-6,2.680684873598378,0.27956757485258177,27.257237433703455,0.0018282941219967153,3.5072056444615626E8,7708.799999999987,0.01848301138670579,0.11171520291108918,45496.129675975055,242848.28660992725,-4.3699468734844675,-0.20783768579113301
5.28,3,77,15,1.0884405311752236E-6,2.67920797725381,0.279406042664049,27.25669531880551,0.0018282577593431706,3.507135890201445E8,7708.799999999987,0.018482643781006336,0.11165065464855145,45495.22481062483,242843.4566386422,-4.369946873484467,-0.207837685791133
5.28,3,78,15,1.0878405352602292E-6,2.6777310809092416,0.279244510475516,27.256153203907573,0.0018282213966896272,3.50706613594133E8,7708.799999999987,0.018482276175306896,0.11158610638601367,45494.319945274605,242838.6266673572,-4.369946873484467,-0.207837685791133
5.28,3,79,15,1.0872405393452349E-6,2.6762541845646735,0.2790829782869835,27.25561108900964,0.001828185034036084,3.5069963816812146E8,7708.799999999987,0.018481908569607446,0.11152155812347608,45493.415079924365,242833.7966960723,-4.369946873484467,-0.207837685791133
5.28,3,80,15,1.0866405434302405E-6,2.6747772882201053,0.27892144609845004,27.255068974111655,0.0018281486713825391,3.5069266274210924E8,7708.799999999987,0.01848154096390802,0.11145700986093812,45492.51021457418,242828.96672478726,-4.369946873484467,-0.207837685791133
5.28,3,81,15,1.0860405475152462E-6,2.673300391875537,0.2787599139099169,27.254526859213726,0.0018281123087289949,3.506856873160978E8,7708.799999999987,0.018481173358208567,0.11139246159840026,45491.60534922396,242824.1367535023,-4.369946873484467,-0.207837685791133
5.28,3,82,15,1.0854405516002519E-6,2.671823495530969,0.27859838172138396,27.253984744315805,0.0018280759460754512,3.506787118900864E8,7708.799999999987,0.018480805752509127,0.11132791333586249,45490.70048387378,242819.30678221746,-4.369946873484467,-0.207837685791133
5.28,3,83,15,1.0848512503630362E-6,2.6703729242498273,0.2784423295208822,27.253444216701677,0.0018280396898898413,3.50671756887754E8,7708.799999999987,0.018480439223139803,0.11126555487654202,45489.79826792163,242814.49095283396,-4.369946873484467,-0.207837685791133
5.28,3,84,15,1.0842807105082279E-6,2.6689685343115976,0.2782958907143657,27.25290647361649,0.0018280036204780304,3.506648377141282E8,7708.799999999987,0.018480074581947146,0.11120703792945803,45488.90069973643,242809.6999322032,-4.369946873484467,-0.207837685791133
5.28,3,85,15,1.0837101706534198E-6,2.667564144373369,0.27814945190784995,27.25236873053131,0.0018279675510662196,3.5065791854050255E8,7708.799999999987,0.018479709940754478,0.11114852098237434,45488.003131551275,242804.90891157283,-4.369946873484467,-0.207837685791133
5.28,3,86,15,1.0831396307986115E-6,2.666159754435139,0.27800301310133335,27.251830987446112,0.0018279314816544107,3.5065099936687654E8,7708.799999999987,0.018479345299561783,0.11109000403529028,45487.1055633661,242800.11789094264,-4.369946873484467,-0.207837685791133
5.28,3,87,15,1.0825690909438032E-6,2.6647553644969095,0.2778565742948183,27.251293244360955,0.0018278954122426016,3.506440801932511E8,7708.799999999987,0.01847898065836912,0.11103148708820688,45486.20799518094,242795.32687031184,-4.369946873484467,-0.207837685791133
5.28,3,88,15,1.0819985510889951E-6,2.6633509745586808,0.2777101354883024,27.250755501275705,0.0018278593428307907,3.5063716101962453E8,7708.799999999987,0.01847861601717647,0.11097297014112315,45485.310426995806,242790.53584968156,-4.369946873484467,-0.207837685791133
5.28,3,89,15,1.0814280112341868E-6,2.6619465846204515,0.27756369668178577,27.250217758190548,0.0018278232734189799,3.50630241845999E8,7708.799999999987,0.0184782513759838,0.11091445319403909,45484.41285881062,242785.74482905085,-4.369946873484467,-0.207837685791133
5.28,3,90,15,1.0808574713793785E-6,2.6605421946822223,0.2774172578752703,27.249680015105344,0.0018277872040071723,3.5062332267237306E8,7708.799999999987,0.018477886734791126,0.11085593624695547,45483.515290625415,242780.95380842025,-4.369946873484467,-0.207837685791133
5.28,3,91,15,1.0802869315245702E-6,2.659137804743992,0.27727081906875417,27.249142272020183,0.001827751134595361,3.506164034987475E8,7708.799999999987,0.018477522093598434,0.11079741929987166,45482.617722440235,242776.16278778997,-4.369946873484467,-0.207837685791133
5.28,3,92,15,1.0797163916697622E-6,2.6577334148057634,0.2771243802622373,27.248604528934997,0.0018277150651835512,3.5060948432512176E8,7708.799999999987,0.018477157452405787,0.11073890235278752,45481.72015425507,242771.3717671595,-4.369946873484467,-0.207837685791133
5.28,3,93,15,1.079145851814954E-6,2.656329024867534,0.27697794145572224,27.248066785849776,0.0018276789957717425,3.506025651514955E8,7708.799999999987,0.01847679281121311,0.1106803854057041,45480.82258606989,242766.58074652878,-4.369946873484466,-0.2078376857911329
5.28,3,94,15,1.0785753119601458E-6,2.6549246349293045,0.27683150264920614,27.247529042764583,0.001827642926359932,3.5059564597786963E8,7708.799999999987,0.018476428170020452,0.11062186845862026,45479.92501788475,242761.78972589865,-4.369946873484466,-0.2078376857911329
5.28,3,95,15,1.0780047721053375E-6,2.6535202449910757,0.27668506384269037,27.24699129967941,0.0018276068569481208,3.5058872680424404E8,7708.799999999987,0.018476063528827788,0.11056335151153657,45479.027449699526,242756.99870526814,-4.369946873484466,-0.2078376857911329
5.28,3,96,15,1.0774342322505292E-6,2.652115855052846,0.2765386250361743,27.246453556594197,0.0018275707875363128,3.5058180763061786E8,7708.799999999987,0.018475698887635103,0.11050483456445274,45478.12988151436,242752.2076846376,-4.369946873484466,-0.2078376857911329
5.28,3,97,15,1.076863692395721E-6,2.650711465114617,0.276392186229658,27.245915813509043,0.0018275347181245017,3.5057488845699245E8,7708.799999999987,0.01847533424644243,0.11044631761736884,45477.23231332917,242747.41666400695,-4.369946873484466,-0.2078376857911329
5.28,3,98,15,1.0762931514740905E-6,2.649307072550393,0.2762488566771613,27.245379085680632,0.0018274987168115967,3.505679823467385E8,7708.799999999987,0.01847497029369088,0.11038904312819116,45476.336439749204,242742.6346888044,-4.369946873484465,-0.20783768579113288
5.28,3,99,15,1.0757226083389076E-6,2.6479026745374865,0.2761119785239826,27.24484446441119,0.0018274628567972882,3.505611033417095E8,7708.799999999987,0.018474607769387585,0.11033434661818095,45475.44408230982,242737.87148198354,-4.369946873484465,-0.20783768579113288
5.28,3,100,15,1.0751520652037245E-6,2.64649827652458,0.2759751003708039,27.2443098431418,0.0018274269967829826,3.505542243366811E8,7708.799999999987,0.018474245245084314,0.11027965010817074,45474.55172487041,242733.10827516243,-4.369946873484465,-0.20783768579113288
5.28,3,101,15,1.0745815220685416E-6,2.6450938785116733,0.2758382222176258,27.243775221872387,0.0018273911367686746,3.505473453316525E8,7708.799999999987,0.01847388272078102,0.11022495359816076,45473.65936743101,242728.3450683419,-4.369946873484466,-0.2078376857911329
5.28,3,102,15,1.0740109789333588E-6,2.643689480498767,0.27570134406444785,27.24324060060298,0.0018273552767543652,3.505404663266239E8,7708.799999999987,0.01847352019647775,0.11017025708815087,45472.76700999167,242723.5818615207,-4.369946873484466,-0.2078376857911329
5.28,3,103,15,1.0734404357981759E-6,2.64228508248586,0.2755644659112697,27.24270597933357,0.0018273194167400578,3.505335873215954E8,7708.799999999987,0.018473157672174455,0.1101155605781409,45471.874652552295,242718.81865469992,-4.369946873484467,-0.207837685791133
5.28,3,104,15,1.072869892662993E-6,2.6408806844729535,0.2754275877580914,27.24217135806416,0.0018272835567257502,3.505267083165667E8,7708.799999999987,0.018472795147871163,0.11006086406813081,45470.98229511288,242714.055447879,-4.369946873484467,-0.207837685791133
5.28,3,105,15,1.07229934952781E-6,2.639476286460047,0.2752907096049126,27.241636736794714,0.0018272476967114417,3.505198293115376E8,7708.799999999987,0.018472432623567864,0.1100061675581206,45470.0899376735,242709.29224105823,-4.369946873484467,-0.207837685791133
5.28,3,106,15,1.0717288063926272E-6,2.6380718884471404,0.27515383145173516,27.24110211552528,0.0018272118366971337,3.505129503065088E8,7708.799999999987,0.01847207009926459,0.10995147104811087,45469.19758023418,242704.5290342374,-4.369946873484467,-0.207837685791133
5.28,3,107,15,1.0711582632574441E-6,2.636667490434234,0.27501695329855635,27.2405674942559,0.001827175976682828,3.5050607130148053E8,7708.799999999987,0.01847170757496131,0.10989677453810064,45468.30522279479,242699.76582741633,-4.369946873484467,-0.207837685791133
5.28,3,108,15,1.0705877201222613E-6,2.635263092421327,0.2748800751453781,27.240032872986507,0.0018271401166685174,3.5049919229645216E8,7708.799999999987,0.018471345050658002,0.10984207802809061,45467.412865355385,242695.00262059554,-4.369946873484467,-0.207837685791133
5.28,3,109,15,1.0700171769870784E-6,2.63385869440842,0.2747431969921999,27.239498251717052,0.0018271042566542085,3.504923132914229E8,7708.799999999987,0.0184709825263547,0.1097873815180806,45466.52050791603,242690.23941377472,-4.369946873484466,-0.2078376857911329
5.28,3,110,15,1.0694466338518955E-6,2.6324542963955144,0.2746063188390213,27.238963630447646,0.001827068396639903,3.504854342863944E8,7708.799999999987,0.018470620002051415,0.10973268500807047,45465.62815047664,242685.47620695358,-4.369946873484466,-0.2078376857911329
5.28,3,111,15,1.0688760907167126E-6,2.6310498983826074,0.2744694406858436,27.238429009178205,0.0018270325366255935,3.504785552813654E8,7708.799999999987,0.01847025747774814,0.10967798849806065,45464.735793037245,242680.71300013273,-4.369946873484466,-0.2078376857911329
5.28,3,112,15,1.0683055475815295E-6,2.629645500369701,0.27433256253266575,27.23789438790883,0.0018269966766112854,3.504716762763372E8,7708.799999999987,0.018469894953444876,0.10962329198805076,45463.843435597846,242675.94979331197,-4.369946873484466,-0.2078376857911329
5.28,3,113,15,1.0677350044463466E-6,2.628241102356794,0.2741956843794864,27.237359766639383,0.0018269608165969778,3.504647972713081E8,7708.799999999987,0.01846953242914158,0.10956859547804029,45462.95107815847,242671.18658649083,-4.369946873484466,-0.2078376857911329
5.28,3,114,15,1.0671644613111638E-6,2.626836704343888,0.2740588062263083,27.236825145369995,0.001826924956582672,3.504579182662798E8,7708.799999999987,0.018469169904838285,0.10951389896803032,45462.05872071912,242666.4233796701,-4.369946873484466,-0.2078376857911329
5.28,3,115,15,1.0666671350131146E-6,2.625612530356548,0.273930678532417,27.23629343293983,0.0018268892916803439,3.504510766894662E8,7708.799999999987,0.018468809353005926,0.10946269914155135,45461.17121853795,242661.68608914487,-4.369946873484466,-0.2078376857911329
5.28,3,116,15,1.0662359958156998E-6,2.6245512766233987,0.27381046114375,27.2357643500637,0.001826853803156802,3.504442689472874E8,7708.799999999987,0.01846845058426249,0.10941466027304002,45460.28810544922,242656.9722266249,-4.369946873484467,-0.207837685791133
5.28,3,117,15,1.065804856618285E-6,2.6234900228902496,0.2736902437550839,27.235235267187587,0.0018268183146332574,3.5043746120510876E8,7708.799999999987,0.01846809181551905,0.10936662140452905,45459.404992360476,242652.2583641047,-4.369946873484467,-0.207837685791133
5.28,3,118,15,1.0653737174208702E-6,2.6224287691571004,0.27357002636641864,27.234706184311467,0.0018267828261097144,3.504306534629301E8,7708.799999999987,0.018467733046775636,0.10931858253601842,45458.52187927172,242647.54450158516,-4.369946873484466,-0.2078376857911329
5.28,3,119,15,1.0649425782234554E-6,2.6213675154239513,0.27344980897775156,27.23417710143536,0.0018267473375861666,3.5042384572075164E8,7708.799999999987,0.018467374278032207,0.10927054366750706,45457.63876618306,242642.83063906519,-4.369946873484467,-0.207837685791133
