% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Sep 27 2019, 15:21"
% Table,time_to_equilibrium_3 {tbl21} - Pressure {gev28} (sw1(t))
% K_ads (m^3/kg),Pressurization cycles index,t (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1)
5.28,2,10,-15,1.5881718201322421E-6,3.909301875366312,0.40784864397724213,27.301292742907012,0.0018312491559782592,3.5128742684181553E8,7708.799999999987,0.018512885095794414,0.16297631813330227,45569.66412954229,243240.7972736429,4.370541952002435,0.20786598813567383
5.28,2,11,-15,1.5880439038563488E-6,3.9089870080887916,0.4077888791154545,27.301578800221048,0.001831268343429191,3.512911075590154E8,7708.799999999987,0.01851307906998587,0.16295243609453194,45570.14159908356,243243.3459005442,4.370541952443737,0.20786598815666246
5.28,2,12,-15,1.5885882629425928E-6,3.910326953785945,0.40782071457388813,27.301865043865238,0.001831287543378318,3.512947906737369E8,7708.799999999987,0.01851327317052696,0.162965157543722,45570.61937963584,243245.8961875537,4.370541953776062,0.20786598822002875
5.28,2,13,-15,1.5890917343719212E-6,3.911566254079475,0.4078627297230157,27.30215121783816,0.0018313067386542092,3.512984728919939E8,7708.799999999987,0.018513467223824295,0.16298194679731337,45571.09704389706,243248.44585382738,4.370541954866292,0.20786598827188085
5.28,2,14,-15,1.5894227334920077E-6,3.9123810119441447,0.4079476848421302,27.30243709792376,0.0018313259142174489,3.5130215132878447E8,7708.799999999987,0.01851366107783795,0.16301589486291154,45571.57421761944,243250.99290171263,4.370541954935344,0.20786598827516503
5.28,2,15,-15,1.5897537343754021E-6,3.9131957741492154,0.4080342466516435,27.302722942992567,0.0018313450874319166,3.5130582931501174E8,7708.799999999987,0.01851385490810686,0.16305048496199304,45572.05133289381,243253.53963761582,4.370541955001551,0.20786598827831385
5.28,2,16,-15,1.5900847752584666E-6,3.9140106348139,0.4081572553487511,27.303007993724044,0.001831364207365772,3.5130949708045137E8,7708.799999999987,0.018514048199739157,0.16309963923735724,45572.527122308515,243256.07929637274,4.3705419550034,0.20786598827840183
5.28,2,17,-15,1.590415816141531E-6,3.9148254954785844,0.40828026404585593,27.303293044455472,0.0018313833272996266,3.513131648458904E8,7708.799999999987,0.01851424149137145,0.16314879351272035,45573.002911723015,243258.61895512958,4.370541955005238,0.2078659882784892
5.28,2,18,-15,1.5907468570245954E-6,3.9156403561432693,0.4084032727429621,27.303578095186957,0.0018314024472334796,3.513168326113302E8,7708.799999999987,0.018514434783003755,0.163197947788084,45573.478701137705,243261.15861388596,4.370541955007068,0.20786598827857627
5.28,2,19,-15,1.5910778979076596E-6,3.916455216807954,0.4085262814400689,27.303863145918406,0.001831421567167335,3.513205003767695E8,7708.799999999987,0.018514628074636025,0.16324710206344786,45573.95449055228,243263.6982726427,4.370541955008898,0.2078659882786633
5.28,2,20,-15,1.5917159778948742E-6,3.9180258575025126,0.4086856743626853,27.304145838943803,0.0018314405289567646,3.513241378054587E8,7708.799999999987,0.018514819767518335,0.16331079547532534,45574.42634462675,243266.21692542318,4.37054195500939,0.2078659882786867
5.28,2,21,-15,1.592460043575605E-6,3.9198573831121504,0.40885762662162534,27.30442771812135,0.0018314594361569054,3.513277647623173E8,7708.799999999987,0.01851501090853404,0.1633795075979978,45574.896840275636,243268.72832722845,4.3705419550094184,0.20786598827868802
5.28,2,22,-15,1.593204109256336E-6,3.9216889087217885,0.4090295788805659,27.30470959729887,0.0018314783433570452,3.5133139171917546E8,7708.799999999987,0.018515202049549737,0.16344821972067045,45575.367335924646,243271.23972903393,4.370541955009444,0.20786598827868927
5.28,2,23,-15,1.5939481749370668E-6,3.923520434331426,0.40920153113950697,27.30499147647643,0.0018314972505571849,3.5133501867603415E8,7708.799999999987,0.01851539319056542,0.1635169318433433,45575.837831573546,243273.75113083894,4.370541955009469,0.20786598827869043
5.28,2,24,-15,1.5946922406177976E-6,3.9253519599410636,0.4093734833984473,27.30527335565396,0.0018315161577573222,3.513386456328925E8,7708.799999999987,0.018515584331581108,0.16358564396601585,45576.30832722247,243276.26253264435,4.370541955009496,0.20786598827869174
5.28,2,25,-15,1.5954363062985285E-6,3.927183485550701,0.40954543565738755,27.305555234831495,0.001831535064957463,3.513422725897508E8,7708.799999999987,0.018515775472596828,0.16365435608868836,45576.77882287142,243278.77393444927,4.370541955009521,0.2078659882786929
5.28,2,26,-15,1.5961803719792596E-6,3.9290150111603386,0.4097173879163288,27.305837114009066,0.0018315539721576026,3.513458995466097E8,7708.799999999987,0.01851596661361252,0.16372306821136126,45577.24931852032,243281.2853362547,4.370541955009545,0.20786598827869407
5.28,2,27,-15,1.5969244376599904E-6,3.930846536769976,0.40988934017526885,27.306118993186605,0.0018315728793577427,3.513495265034681E8,7708.799999999987,0.018516157754628212,0.16379178033403372,45577.71981416924,243283.79673805984,4.370541955009566,0.20786598827869504
5.28,2,28,-15,1.5976575280280157E-6,3.9326510465303213,0.4100612478277389,27.306400514057383,0.0018315917625242588,3.5135314884997123E8,7708.799999999987,0.018516348652677688,0.16386047463196074,45578.189711754225,243286.3049475319,4.37054195500959,0.2078659882786962
5.28,2,29,-15,1.5983262814526482E-6,3.9342971902182606,0.41023289399845264,27.306679934545024,0.0018316105048064276,3.5135674417071426E8,7708.799999999987,0.018516538126466708,0.16392906444177796,45578.656103506895,243288.7944436458,4.370541955009591,0.20786598827869623
5.28,2,30,-15,1.5989950348772808E-6,3.9359433339062,0.4104045401691669,27.30695935503264,0.0018316292470885965,3.51360339491457E8,7708.799999999987,0.018516727600255713,0.16399765425159538,45579.122495259624,243291.2839397599,4.370541955009591,0.20786598827869623
5.28,2,31,-15,1.5996637883019135E-6,3.93758947759414,0.4105761863398809,27.307238775520275,0.0018316479893707653,3.5136393481219995E8,7708.799999999987,0.018516917074044747,0.1640662440614127,45579.58888701227,243293.7734358739,4.370541955009592,0.20786598827869626
5.28,2,32,-15,1.600332541726546E-6,3.939235621282079,0.4107478325105942,27.30751819600792,0.0018316667316529349,3.5136753013294303E8,7708.799999999987,0.018517106547833766,0.16413483387122974,45580.05527876493,243296.2629319877,4.370541955009592,0.2078659882786963
5.28,2,33,-15,1.6010012951511784E-6,3.9408817649700176,0.4109194786813088,27.307797616495574,0.001831685473935102,3.5137112545368624E8,7708.799999999987,0.018517296021622786,0.16420342368104726,45580.5216705176,243298.75242810184,4.370541955009593,0.20786598827869635
5.28,2,34,-15,1.6016700485758111E-6,3.942527908657957,0.41109112485202254,27.30807703698321,0.001831704216217272,3.513747207744292E8,7708.799999999987,0.018517485495411785,0.16427201349086454,45580.98806227024,243301.24192421534,4.370541955009593,0.20786598827869635
5.28,2,35,-15,1.6023388020004437E-6,3.9441740523458964,0.4112627710227361,27.30835645747085,0.0018317229584994396,3.513783160951723E8,7708.799999999987,0.018517674969200815,0.16434060330068165,45581.45445402295,243303.73142032942,4.370541955009593,0.20786598827869635
5.28,2,36,-15,1.6030075762917972E-6,3.945820247397492,0.4114291409900586,27.308633921579624,0.0018317415695564244,3.513818862430671E8,7708.799999999987,0.01851786311637802,0.16440708473962373,45581.91758030655,243306.20348609096,4.370541955009592,0.2078659882786963
5.28,2,37,-15,1.6036763508108392E-6,3.9474664430095454,0.41159545338586156,27.308911364341316,0.001831760179181541,3.5138545611628765E8,7708.799999999987,0.018518051249079882,0.16447354317298657,45582.38067095884,243308.6753616605,4.370541955009593,0.20786598827869635
5.28,2,38,-15,1.604345125329881E-6,3.949112638621598,0.41176176578166557,27.309188807102984,0.001831778788806659,3.51389025989508E8,7708.799999999987,0.018518239381781713,0.16454000160634985,45582.84376161115,243311.1472372299,4.370541955009593,0.20786598827869635
5.28,2,39,-15,1.6050138998489231E-6,3.950758834233651,0.41192807817746857,27.309466249864652,0.0018317973984317744,3.5139259586272824E8,7708.799999999987,0.018518427514483557,0.16460646003971272,45583.3068522634,243313.61911279932,4.370541955009593,0.20786598827869635
5.28,2,40,-15,1.6056826743679649E-6,3.952405029845704,0.41209439057327124,27.309743692626288,0.001831816008056891,3.5139616573594815E8,7708.799999999987,0.018518615647185394,0.1646729184730755,45583.76994291574,243316.09098836913,4.370541955009592,0.2078659882786963
5.28,2,41,-15,1.6063514488870068E-6,3.954051225457757,0.4122607029690739,27.310021135388034,0.0018318346176820078,3.5139973560916936E8,7708.799999999987,0.018518803779887245,0.1647393769064382,45584.23303356795,243318.5628639385,4.370541955009592,0.20786598827869626
5.28,2,42,-15,1.6070202234060486E-6,3.9556974210698095,0.4124270153648779,27.310298578149634,0.0018318532273071241,3.5140330548238885E8,7708.799999999987,0.01851899191258908,0.1648058353398015,45584.696124220274,243321.03473950794,4.370541955009592,0.2078659882786963
5.28,2,43,-15,1.6076889979250907E-6,3.9573436166818623,0.41259332776068114,27.310576020911334,0.0018318718369322417,3.514068753556096E8,7708.799999999987,0.01851918004529093,0.16487229377316442,45585.15921487254,243323.5066150774,4.370541955009592,0.2078659882786963
5.28,2,44,-15,1.6083577724441323E-6,3.9589898122939147,0.41275964015648486,27.310853463673,0.0018318904465573582,3.5141044522882974E8,7708.799999999987,0.018519368177992764,0.16493875220652762,45585.62230552488,243325.97849064704,4.370541955009591,0.20786598827869623
5.28,2,45,-15,1.609026546963174E-6,3.960636007905967,0.41292595255228787,27.311130906434663,0.0018319090561824745,3.5141401510205E8,7708.799999999987,0.018519556310694633,0.16500521063989051,45586.08539617713,243328.45036621642,4.370541955009591,0.20786598827869623
5.28,2,46,-15,1.6096953214822162E-6,3.9622822035180207,0.41309226494809104,27.31140834919635,0.001831927665807592,3.5141758497527057E8,7708.799999999987,0.01851974444339645,0.16507166907325344,45586.54848682946,243330.92224178626,4.370541955009591,0.20786598827869623
5.28,2,47,-15,1.610364096001258E-6,3.963928399130073,0.4132585773438942,27.31168579195804,0.001831946275432708,3.514211548484912E8,7708.799999999987,0.01851993257609829,0.16513812750661636,45587.011577481724,243333.39411735546,4.370541955009589,0.20786598827869612
5.28,2,48,-15,1.6110328705202999E-6,3.9655745947421264,0.4134248897396971,27.311963234719702,0.0018319648850578245,3.514247247217114E8,7708.799999999987,0.018520120708800155,0.16520458593997922,45587.474668134,243335.86599292484,4.370541955009589,0.20786598827869612
5.28,2,49,-15,1.6117016450393416E-6,3.9672207903541787,0.41359120213550116,27.31224067748138,0.0018319834946829395,3.5142829459493184E8,7708.799999999987,0.018520308841501975,0.1652710443733425,45587.93775878632,243338.33786849474,4.370541955009589,0.20786598827869612
5.28,2,50,-15,1.6122678248685732E-6,3.968614448042945,0.4137378626820387,27.31251309088831,0.001832001766961336,3.5143179975513273E8,7708.799999999989,0.018520493563820756,0.16532964992773894,45588.392454744266,243340.7649350408,4.370541955009589,0.20786598827869612
5.28,2,51,-15,1.61278486737295E-6,3.969887153682462,0.4138751110523425,27.31278309550546,0.001832019877668837,3.514352739212863E8,7708.799999999987,0.018520676652749896,0.1653844943765123,45588.843130096255,243343.170540481,4.37054195500959,0.2078659882786962
5.28,2,52,-15,1.613301909877327E-6,3.9711598593219795,0.4140123594226483,27.313053100122623,0.0018320379883763384,3.514387480874399E8,7708.799999999987,0.01852085974167907,0.16543933882528652,45589.29380544832,243345.5761459211,4.370541955009589,0.20786598827869612
5.28,2,53,-15,1.613818952381704E-6,3.972432564961497,0.4141496077929524,27.313323104739762,0.0018320560990838395,3.514422222535932E8,7708.799999999987,0.01852104283060821,0.16549418327406004,45589.744480800284,243347.9817513611,4.37054195500959,0.2078659882786962
5.28,2,54,-15,1.614335994886081E-6,3.9737052706010147,0.41428685616325533,27.31359310935692,0.0018320742097913422,3.514456964197468E8,7708.799999999987,0.018521225919537365,0.1655490277228331,45590.19515615234,243350.3873568011,4.370541955009591,0.20786598827869623
5.28,2,55,-15,1.6148530373904578E-6,3.9749779762405315,0.41442410453355993,27.313863113974104,0.0018320923204988425,3.514491705859008E8,7708.799999999987,0.0185214090084665,0.1656038721716068,45590.64583150434,243352.79296224169,4.37054195500959,0.2078659882786962
5.28,2,56,-15,1.6153700798948348E-6,3.976250681880049,0.41456135290386414,27.314133118591226,0.0018321104312063452,3.514526447520539E8,7708.799999999987,0.01852159209739569,0.16565871662038037,45591.09650685634,243355.19856768168,4.370541955009591,0.20786598827869623
