% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Nov 1 2019, 00:45"
% Table,parametric_sweep_final {tbl30} - Attenuation factor {gev22} (c_in/(c_gw*mat1.def.K_H))
% Switch 1 index,K_ads (m^3/kg),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1),Q_ck (L/h)
1,5.28,3,8.51254828023384E-7,2.0953728390227613,0.21848649055543115,21.16992077944744,0.0014203796724069173,2.7247058033001566E8,7708.799999999997,0.014359228825759828,0.08730720162594846,35345.39491620169,188665.90754165835,-1.1380674397295476,-0.05412727197734196,-1.1369293722897944
1,5.28,4,7.951198542335452E-7,1.9571960022797554,0.2040786622330448,20.30349851539411,0.0013622477320750063,2.613191650953093E8,7708.799999999999,0.013771548046087158,0.081549833428323,33898.812408586215,180944.3697775391,-1.5174158884175337,-0.07216934570646727,-1.5158984725290845
1,5.28,5,7.415894972437217E-7,1.8254304575719287,0.19033934534242208,19.447856497553992,0.0013048390841325344,2.5030649860569343E8,7708.799999999999,0.013191179340171666,0.07605960239883029,32470.228648517725,173318.90535051565,-1.8967606550069076,-0.09021124431244429,-1.8948638943518612
1,5.28,6,6.906544724148582E-7,1.7000533506612134,0.17726615685073083,18.605013781282267,0.0012482891955570953,2.3945856741020042E8,7708.799999999999,0.012619492201936337,0.07083555627755056,31063.01465989522,165807.50804124153,-2.2761017396050676,-0.1082529678003809,-2.273825637865415
1,5.28,7,6.422938882873576E-7,1.5810132569969733,0.16485373467185999,17.77685215548177,0.001192724323538469,2.2879959134979022E8,7708.799999999997,0.012057763019599143,0.06587555237487389,29680.31228593173,158426.94831451317,-2.655439142319387,-0.12629451617538393,-2.6527837031770125
1,5.28,8,5.964759051464832E-7,1.468231802781769,0.1530939066964672,16.965104749114424,0.0011382607510411827,2.1835187691577956E8,7708.799999999997,0.011507167347646407,0.06117632511590701,28325.01516653427,151192.67178072612,-3.034772863257248,-0.1443358894425605,-3.0317380903939273
1,5.28,9,5.531583533773816E-7,1.3616051870588395,0.14197584950146677,16.17134889763191,0.001085004308183146,2.0813572543618807E8,7708.799999999997,0.010968775068243626,0.056733549460784946,26999.756828065092,144118.73562165312,-3.4141029025260337,-0.16237708760701783,-3.4106887996234367
1,5.28,10,5.122899860196746E-7,1.2610072648885924,0.13148640983573362,15.396990434293311,0.0010330493182735864,1.9816923089483088E8,7708.799999999997,0.010443539736279725,0.052541969370358065,25706.884456054235,137217.6685949792,-3.79342926023311,-0.18041811067386232,-3.789635830972798
1,5.28,11,4.7381109472028074E-7,1.1662910635230423,0.12161026271303252,14.643266892856053,9.824788126951529E-4,1.8846832115202338E8,7708.799999999997,0.009932300751702743,0.048595460980126785,24448.464242427282,130500.49957662227,-4.172751936485847,-0.19845895864820057,-4.168579184549275
1,5.28,12,4.3765448046484216E-7,1.0772911718715756,0.11233016056385516,13.911246291216507,9.333644492932206E-4,1.7904674228924882E8,7708.799999999997,0.009435782534482127,0.04488713216131558,23226.279354665938,123976.74672056081,-4.552070931391596,-0.2164996315351383,-4.5475188604601104
1,5.28,13,4.0374648471426467E-7,0.9938262786545382,0.10362719789107427,13.201825943540287,8.857664326766724E-4,1.6991604332050633E8,7708.799999999997,0.008954593718895152,0.04140942827727241,22041.827952535572,117654.40687256327,-4.931386245057729,-0.23454012933978213,-4.926454858812569
1,5.28,14,3.7200805227189597E-7,0.9157017886621346,0.09548108406971062,12.515734851771587,8.397336746743923E-4,1.6108560697258383E8,7708.799999999999,0.008489228775650455,0.03815424119425557,20896.32718095993,111539.97688327135,-5.310697877591603,-0.2525804520672381,-5.305387179713901
1,5.28,15,3.42355711057366E-7,0.8427122344781852,0.08787039481963235,11.853538366370794,7.953041070439011E-4,1.5256270967176738E8,7708.799999999999,0.008040071173194269,0.035113009769924354,19790.7209516095,105638.49514459932,-5.690005829100563,-0.2706205997226116,-5.684315823271343
2,5.28,-15,7.2604354944814275E-6,17.87163941253472,1.863492598070475,11.533575703151271,7.900707876862354E-4,1.484445831355548E8,7550.399999999996,0.00798716529764925,0.7446516421889464,19660.49257463908,104943.36484581364,95.31197628391766,4.533103296798972,95.21666430763175
2,5.28,-14,6.934871643553789E-6,17.070260520874925,1.7799320696608376,11.683054807146522,8.003103765592583E-4,1.5036847593785277E8,7550.399999999996,0.00809068170425926,0.7112608550364559,19915.29931365926,106303.4669122624,88.95741266582387,4.230875870508995,88.8684552531562
2,5.28,-13,6.597214291414061E-6,16.239113346987182,1.693267574552421,11.814059892865478,8.092844617804268E-4,1.5205459616966212E8,7550.399999999996,0.00818140459032694,0.6766297227911334,20138.614665403442,107495.47491230554,82.60291075064764,3.9286513788523134,82.52030783989528
2,5.28,-12,6.247230669781942E-6,15.377624929266732,1.6034393695014855,11.921732351129428,8.166602198369198E-4,1.5344041038665342E8,7550.399999999996,0.008255969299857852,0.6407343720527803,20322.156493252423,108475.18063083218,76.24847053658924,3.6264298217433297,76.17222206605108
2,5.28,-11,5.884913711910749E-6,14.485777872841231,1.5104456407283873,12.000638013376532,8.220654003576023E-4,1.5445597732276896E8,7550.399999999996,0.00831061259379452,0.603574078035051,20456.661544126022,109193.1388698663,69.89409202184859,3.3242111990964314,69.82419792982529
2,5.28,-10,5.51054194820127E-6,13.564257783263141,1.4143578769669067,12.04491636012958,8.250985471628097E-4,1.5502586829976162E8,7550.399999999996,0.008341275979003566,0.5651774076359641,20532.139793886647,109596.02508812782,63.53977520462621,3.0219955108260352,63.47623542942027
2,5.28,-9,5.124776213271843E-6,12.614691311994246,1.3153456906901164,12.048447642695594,8.253404464029291E-4,1.5507131819161978E8,7550.399999999996,0.008343721442430799,0.5256121379997596,20538.15932819715,109628.15603209843,57.185520083122185,2.719782756846534,57.128334563037875
2,5.28,-8,4.728754393777867E-6,11.639879379173985,1.2137011364671186,12.004986532086344,8.223632817510882E-4,1.545119455726638E8,7550.399999999996,0.008313624004880655,0.48499497413225057,20464.074164635498,109232.70580012689,50.83132665553708,2.417572937072346,50.78049532888049
2,5.28,-7,4.324205414597982E-6,10.64407775183258,1.1098679671163674,11.908691893398004,8.157669249059457E-4,1.532725712566506E8,7550.399999999996,0.008246938597312646,0.4435032396596912,20299.927322612162,108356.52623009084,44.477194920071135,2.115366051417874,44.43271772515014
2,5.28,-6,3.9134793160041986E-6,9.633071079166099,1.004449353433256,11.754824546243311,8.05226733442817E-4,1.5129219892508385E8,7550.399999999996,0.00814038326986988,0.4013779616319207,20037.640247547646,106956.49578282019,38.12312487492502,1.8131620997975404,38.0850017500493
2,5.28,-5,3.4995233929379508E-6,8.614114159109976,0.8982017600006434,11.540613318016558,7.905528770280968E-4,1.4853516179319182E8,7550.399999999996,0.00799203894608899,0.3589214232962497,19672.48911225785,105007.39971266319,31.769116518299143,1.510961082125755,31.73734740178018
2,5.28,-4,3.0857980186807315E-6,7.5957247374064085,0.7920133401533367,11.266305569493758,7.717623003221551E-4,1.4500464355423892E8,7550.399999999996,0.007802076926827352,0.3164885307252668,19204.895575630304,102511.48874158456,25.415169848394253,1.2087629983169448,25.38975467854533
2,5.28,-3,2.675993785337135E-6,6.5869872458862675,0.686831336115949,10.936470282053863,7.491679868098969E-4,1.4075944995534194E8,7550.399999999996,0.007573661296706653,0.2744578019119276,18642.648065710688,99510.33577742867,19.061284863411096,0.906567848285535,19.042223578547286
2,5.28,-2,2.2735458604008882E-6,5.596357385976306,0.5835374318043479,10.561818809338625,7.235036835812756E-4,1.3593744304961368E8,7550.399999999996,0.0073142098205467515,0.23318155774901256,18004.005489724197,96101.40283216377,12.707461561550415,0.6043756319459529,12.6947540999886
2,5.28,-1,1.8807879600750173E-6,4.629579625002678,0.4827306082126685,10.161886265890733,6.961075813007932E-4,1.3079005240316884E8,7550.399999999996,0.0070372508431539305,0.19289915104177835,17322.268012710436,92462.43882819948,6.353699941013073,0.3021863492126294,6.347346241071927
2,5.28,0,1.4972945939957082E-6,3.6856066138963914,0.38430165727148635,9.7703997250163,6.692900454664617E-4,1.2575136727558888E8,7550.399999999996,0.006766140842730156,0.15356694224568274,16654.92785489362,88900.3245326315,0,0,0
2,5.28,1,1.2293675864198416E-6,3.0261014269258757,0.3155344330711894,8.814612456467584,6.038168895642176E-4,1.1344976660137483E8,7550.399999999996,0.006104244558371317,0.12608755945524466,15025.663090879261,80203.6692524407,-6.35363826328781,-0.30218341577749747,-6.34728462502439
2,5.28,2,9.932369025499587E-7,2.444863229910644,0.2549281812969947,7.846620605050586,5.375076976703349E-4,1.0099108504757454E8,7550.399999999996,0.005433896426704503,0.10186930124627695,13375.594014565397,71395.96515047051,-12.707214850649306,-0.6043638982054222,-12.694507635798391
2,5.28,3,7.9036353009654E-7,1.9454882596835565,0.20285788493531007,6.898127391429034,4.7253419771781986E-4,8.878336358054636E7,7550.399999999996,0.004777051379177403,0.08106201082014822,11758.762923890965,62765.67807101195,-19.060729763883295,-0.9065414473693266,-19.041669034119014
2,5.28,4,6.201914397511202E-7,1.5266078441709825,0.15918083126574625,5.995697538815039,4.1071612127414545E-4,7.71685073791202E7,7550.399999999996,0.004152105864631388,0.0636086601737909,10220.452873903396,54554.51895539181,-25.41418300478862,-1.2087160633547653,-25.3887688217833
2,5.28,5,4.805567386103393E-7,1.1828955379103059,0.12334162682581863,5.159021935420332,3.534023297817728E-4,6.6399950917338684E7,7550.399999999996,0.0035726961033551875,0.0492873140795961,8794.22956629301,46941.65410198376,-31.767574575163994,-1.510887746247286,-31.735807000588174
2,5.28,6,3.6822144030352174E-7,0.9063810029123802,0.09450919700037527,4.40047243293022,3.0144031744871785E-4,5.663692793270945E7,7550.399999999996,0.0030473897786927663,0.03776587512134918,7501.182444997536,40039.654302244235,-38.12090447680805,-1.813056496132433,-38.08278357233045
2,5.28,7,2.794086553192793E-7,0.6877673853590263,0.0717141501250251,3.7257394540449438,2.552198885178949E-4,4.795267784788367E7,7550.399999999996,0.0025801275893389906,0.028656974389959438,6351.011581887541,33900.29639632504,-44.474172711519515,-2.1152223130957544,-44.42969853880707
2,5.28,8,2.1024554907686175E-7,0.5175216616204394,0.053962468887684606,3.1350906931100284,2.1475938053594756E-4,4.035064606232393E7,7550.399999999996,0.002171094917437428,0.02156340256751832,5344.17329708677,28526.016120210395,-50.8273792810966,-2.417385197222775,-50.776551901814436
2,5.28,9,1.5707694516655723E-7,0.3866465759764599,0.040316000998547326,2.6248604751338913,1.7980768813862958E-4,3.378365296668434E7,7550.399999999996,0.0018177532308937252,0.016110273999019174,4474.418966767905,23883.45970071265,-57.18052418733798,-2.7195451485990416,-57.123343663149456
2,5.28,10,1.1664935506404423E-7,0.2871336317213888,0.029939692997309225,2.188853991030923,1.4994045570372876E-4,2.817196735912552E7,7550.399999999996,0.0015158125362637117,0.01196390132172452,3731.1887263092663,19916.260913968898,-63.533607432042,-3.0217021673100835,-63.47007382460863
2,5.28,11,8.619124573111614E-8,0.21216067071933967,0.022122192058656974,1.8195266299472208,1.2464086374754574E-4,2.3418485215539712E7,7550.399999999996,0.0012600480831709802,0.008840027946639142,3101.6217969299278,16555.771764783487,-69.88662901700702,-3.323856253441433,-69.81674238798857
2,5.28,12,6.341978854515224E-8,0.15610848596611826,0.016277578199670666,1.5088675132790559,1.0336015260253055E-4,1.942010134413846E7,7550.399999999996,0.0010449122241873348,0.006504520248588263,2572.0625853118336,13729.101713597394,-76.2395889440311,-3.6260074070786055,-76.16334935508549
2,5.28,13,4.650338084351978E-8,0.11446856797100714,0.011935744908555396,1.2490016146949203,8.555886872739507E-5,1.60754590597922E7,7550.399999999996,8.649513915162884E-4,0.0047695236654586365,2129.0870761538704,11364.596333132493,-82.59248721491257,-3.9281556283071333,-82.50989472769595
2,5.28,14,3.400268393217141E-8,0.08369796918601494,0.00872726572259933,1.032564043194638,7.073250377334174E-5,1.3289767449214503E7,7550.399999999996,7.150652933375424E-4,0.0034874153827506196,1760.140846738518,9395.242889161975,-88.94532383144941,-4.230300917212528,-88.85637850761611
2,5.28,15,2.4809000008358092E-8,0.061067618143836246,0.006367577801117527,0.8530299461818607,5.843409354097421E-5,1.0979047436998494E7,7550.399999999996,5.907353763792269E-4,0.0025444840893265107,1454.1014299902643,7761.672110246661,-95.29809879543976,-4.532443273880308,-95.20280069664233
