% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Oct 13 2019, 14:39"
% Table,parametric_sweep_4 {tbl27} - 
% matsw.comp1.sw1,K_ads (m^3/kg),p_in (Pa),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1),Q_ck (L/h)
2,5.28,3,3,7.741414068983083E-7,1.9055573303990978,0.19869424949940978,6.83870886414596,4.685806614453392E-4,8.804054274344341E7,7550.400000000011,0.00473708338110595,0.07939822209996243,11660.381270322541,62240.53854435103,-21.004561596979777,-0.9989914293609315,-20.983557035382344
2,5.28,4,4,6.067205469631737E-7,1.4934490978872252,0.15572333770095684,5.952038504723178,4.0782700285920407E-4,7.662567756510912E7,7550.400000000011,0.0041228985243471185,0.062227045745301,10148.558694255837,54170.76371139669,-28.00594548724272,-1.3319820736904986,-27.97793954175487
2,5.28,5,5,4.695350972172128E-7,1.155765650059647,0.12051276798253165,5.128477148424011,3.513975023874531E-4,6.6023268509323135E7,7550.400000000011,0.0035524284412149693,0.048156902085818604,8744.34049975142,46675.35728912346,-35.00726105981025,-1.664969468783376,-34.97225379874968
2,5.28,6,6,3.593223800148511E-7,0.8844758710906853,0.09222512836698207,4.380491931375457,3.001463942150465E-4,5.639381567235828E7,7550.400000000011,0.00303430895237837,0.03685316129544524,7468.983851499042,39867.785325299374,-42.0085083166843,-1.9979536147347772,-41.966499808366706
2,5.28,7,7,2.7230730133217947E-7,0.6702873267737418,0.06989148802695998,3.71400481865513,2.5447944474734345E-4,4.7813557570855364E7,7550.4000000000115,0.0025726421248955696,0.0279286386155726,6332.586031316931,33801.94487900292,-49.00968725986641,-2.3309345116398967,-48.96067757260549
2,5.28,8,8,2.0463737778292796E-7,0.5037170881612999,0.05252305306987306,3.129592803820143,2.1443618893575404E-4,4.028992233590418E7,7550.400000000011,0.002167827634589126,0.02098821200672082,5336.130845505428,28483.08729086641,-56.01079789135831,-2.663912159593938,-55.95478709346574
2,5.28,9,9,1.5268832587391268E-7,0.37584394277675004,0.039189600306218514,2.6239203242475315,1.7978807777033854E-4,3.377996841969001E7,7550.400000000011,0.0018175549812488446,0.01566016428236458,4473.930973152411,23880.854898628597,-63.011840213161584,-2.9968865586920983,-62.94882837294707
2,5.28,10,10,1.1324271223979751E-7,0.27874814407281556,0.029065330337923502,2.1911162498892933,1.5013282800495058E-4,2.8208111748345736E7,7550.400000000011,0.0015177573105706393,0.01161450600303398,3735.9758090095506,19941.813303587594,-70.01281422727754,-3.3298577090295605,-69.94280141304876
2,5.28,11,11,8.356573966298713E-8,0.2056979595278845,0.021448319103258347,1.8239296831440632,1.2497361626815872E-4,2.3481005321306918E7,7550.400000000011,0.0012634120214746953,0.00857074831366185,3109.9021669457115,16599.970550156035,-77.01371993570773,-3.66282561070152,-76.93670621577036
2,5.28,12,12,6.140910946603213E-8,0.15115917796611258,0.015761509214017744,1.5145999779246746,1.0377869179399144E-4,1.94987397101819E7,7550.400000000011,0.001049143416832152,0.006298299081921354,2582.4777111387357,13784.695353757636,-84.01455734045344,-3.995790263803159,-83.93054278311116
2,5.28,13,13,4.4972221329223186E-8,0.1106996024945726,0.011542751344529437,1.2554595967287454,8.602268351228036E-5,1.6162604152950272E7,7550.4000000000115,8.69640294602074E-4,0.004612483437273863,2140.6288611133555,11426.203830776665,-91.01532644351586,-4.328751668429656,-90.92431111707037
2,5.28,14,14,3.2842501275337736E-8,0.08084216720122106,0.008429488572032746,1.0393087106377772,7.121226722046905E-5,1.3379909099839311E7,7550.4000000000115,7.199154283073446E-4,0.003368423633384213,1772.0795057002692,9458.968812530205,-98.01602724689626,-4.661709824676193,-97.91801121964724
2,5.28,15,15,2.3933645424491445E-8,0.058912923498747126,0.006142905770223182,0.8597536855355881,5.8909358279670635E-5,1.1068343835643273E7,7550.400000000011,5.95540031971203E-4,0.00245470514578113,1465.9281409783969,7824.800480069624,-105.01665975259547,-4.994664732637932,-104.9116430928406
