% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Nov 1 2019, 00:45"
% Table,time_to_equilibrium_final {tbl31} - Pressure {gev21} (sw1(t))
% Switch 1 index,K_ads (m^3/kg),Pressurization cycles index,t (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1),Q_ck (L/h)
1,5.28,2,46,-15,1.5969882507630463E-6,3.9310036134038056,0.4098894324954479,28.015508175065378,0.0018796791324153144,3.6057772016375023E8,7708.799999999999,0.0190024845509228,0.16379181722517758,46774.818410615175,249673.64451457458,5.690834397963757,0.27066000702893145,5.685143563565675
1,5.28,2,47,-15,1.5976306492988996E-6,3.9325848842519022,0.41005431308938073,28.0157542029564,0.0018796956394688295,3.605808867019221E8,7708.799999999999,0.019002651427824275,0.16385770351051315,46775.229179888156,249675.83711018282,5.690834397963766,0.2706600070289319,5.685143563565683
1,5.28,2,48,-15,1.5982730478347528E-6,3.934166155099999,0.41021919368331455,28.016000230847357,0.0018797121465223444,3.6058405324009323E8,7708.799999999997,0.019002818304725718,0.1639235897958491,46775.639949161116,249678.02970579144,5.690834397963785,0.2706600070289328,5.6851435635657035
1,5.28,2,49,-15,1.5989154463706063E-6,3.9357474259480965,0.41038407427724677,28.016246258738338,0.0018797286535758555,3.6058721977826464E8,7708.799999999997,0.019002985181627213,0.16398947608118442,46776.05071843407,249680.22230139983,5.69083439796381,0.270660007028934,5.685143563565728
1,5.28,2,50,-15,1.5995578449064596E-6,3.937328696796193,0.41054895487118026,28.016492286629294,0.0018797451606293704,3.605903863164356E8,7708.799999999997,0.019003152058528667,0.1640553623665202,46776.46148770691,249682.41489700807,5.690834397963829,0.2706600070289349,5.685143563565746
1,5.28,2,51,-15,1.6002002434423133E-6,3.938909967644291,0.41071383546511336,28.01673831452025,0.0018797616676828849,3.605935528546067E8,7708.799999999997,0.019003318935430145,0.16412124865185587,46776.87225697992,249684.60749261634,5.690834397963851,0.27066000702893594,5.685143563565768
1,5.28,2,52,-15,1.6008426419781665E-6,3.9404912384923874,0.4108787160590463,28.016984342411245,0.0018797781747363963,3.605967193927782E8,7708.799999999997,0.019003485812331612,0.1641871349371915,46777.283026252844,249686.80008822473,5.690834397963839,0.2706600070289354,5.685143563565757
1,5.28,2,53,-15,1.6014850405140202E-6,3.942072509340485,0.4110435966529785,28.01723037030221,0.0018797946817899107,3.605998859309494E8,7708.799999999999,0.019003652689233045,0.1642530212225268,46777.69379552579,249688.99268383323,5.690834397963834,0.2706600070289351,5.6851435635657515
1,5.28,2,54,-15,1.6021274390498735E-6,3.943653780188582,0.41120847724691145,28.01747639819318,0.0018798111888434223,3.6060305246912056E8,7708.799999999997,0.019003819566134516,0.1643189075078624,46778.10456479869,249691.18527944162,5.690834397963834,0.2706600070289351,5.6851435635657515
1,5.28,2,55,-15,1.602726315768567E-6,3.9451279216195174,0.4113621873560903,28.017720267744668,0.001879827551084799,3.606061912280659E8,7708.799999999997,0.01900398497906781,0.16438033006749028,46778.5117304984,249693.3586399723,5.690834397963828,0.27066000702893483,5.685143563565746
