% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Nov 1 2019, 00:45"
% Table,time_to_equilibrium_final {tbl31} - Pressure {gev21} (sw1(t))
% Switch 1 index,K_ads (m^3/kg),Pressurization cycles index,t (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1),Q_ck (L/h)
1,0.0528,2,109,-15,1.8432466938882069E-6,4.537171397852857,0.4730951157254111,0.2908688622235411,1.9515624245488057E-5,3743670.4896374284,77.08799999999997,0.019729183658594922,0.18904880824387033,48563.59601542945,259221.7440902786,5.690834397963864,0.27066000702893656,5.6851435635657825
1,0.0528,2,110,-15,1.8437368489533897E-6,4.538377919774005,0.4732209208973695,0.29092515668783553,1.951940127959158E-5,3744395.035823288,77.08799999999997,0.019733002024770477,0.18909907999058492,48572.99496449887,259271.9136034591,5.690834397963863,0.2706600070289365,5.685143563565781
1,0.0528,2,111,-15,1.8442219233409207E-6,4.539571935552921,0.4733454220421512,0.2909810330084313,1.9523150258662903E-5,3745114.2002291474,77.08799999999997,0.01973679202890763,0.18914883064803967,48582.324100108286,259321.71046781735,5.690834397963863,0.2706600070289365,5.685143563565781
1,0.0528,2,112,-15,1.8447019170508018E-6,4.540753445189609,0.47346861915975696,0.2910364911853286,1.9526871182701986E-5,3745827.98285501,77.08799999999997,0.01974055367100644,0.18919806021623495,48591.58342225777,259371.1346833537,5.690834397963864,0.27066000702893656,5.6851435635657825
1,0.0528,2,113,-15,1.8451768300830314E-6,4.541922448684065,0.47359051225018667,0.291091531218527,1.9530564051708804E-5,3746536.3837008695,77.08799999999997,0.019744286951066885,0.18924676869517068,48600.772930947314,259420.18625006793,5.690834397963864,0.27066000702893656,5.6851435635657825
1,0.0528,2,114,-15,1.84564666243761E-6,4.543078946036291,0.47371110131343963,0.2911461531080263,1.953422886568339E-5,3747239.4027667246,77.08799999999998,0.019747991869088977,0.18929495608484653,48609.89262617685,259468.86516796,5.690834397963862,0.2706600070289364,5.68514356356578
1,0.0528,2,115,-15,1.8461114141145382E-6,4.544222937246287,0.4738303863495168,0.2912003568538264,1.9537865624625713E-5,3747937.0400525737,77.08799999999997,0.01975166842507265,0.189342622385263,48618.94250794645,259517.17143702979,5.690834397963863,0.2706600070289365,5.685143563565781
1,0.0528,2,116,-15,1.846571085113815E-6,4.545354422314052,0.47394836735841844,0.291254142455928,1.9541474328535818E-5,3748629.295558426,77.08799999999997,0.019755316619018012,0.18938976759642007,48627.92257625608,259565.10505727754,5.690834397963863,0.2706600070289365,5.685143563565781
1,0.0528,2,117,-15,1.8470256754354413E-6,4.546473401239586,0.47406504434014324,0.29130750991433096,1.954505497741373E-5,3749316.1692842795,77.08799999999997,0.019758936450924976,0.1894363917183173,48636.83283110572,259612.6660287032,5.690834397963862,0.2706600070289364,5.68514356356578
1,0.0528,2,118,-15,1.8474751850794167E-6,4.547579874022891,0.4741804172946915,0.2913604592290353,1.954860757125931E-5,3749997.661230133,77.08799999999995,0.019762527920793586,0.18948249475095477,48645.673272495435,259659.854351307,5.690834397963862,0.2706600070289364,5.68514356356578
1,0.0528,2,119,-15,1.847919614045741E-6,4.548673840663965,0.4742944862220646,0.29141299040004015,1.9552132110072697E-5,3750673.771395978,77.08799999999995,0.019766091028623808,0.18952807669433308,48654.443900425176,259706.670025088,5.690834397963862,0.2706600070289364,5.68514356356578
1,0.0528,2,120,-15,1.848358962334414E-6,4.549755301162809,0.47440725112226123,0.29146510342734644,1.955562859385384E-5,3751344.499781824,77.08799999999997,0.019769625774415687,0.18957313754845165,48663.144714894974,259753.11305004757,5.690834397963862,0.2706600070289364,5.68514356356578
1,0.0528,2,121,-15,1.8487932299454365E-6,4.550824255519422,0.4745187119952811,0.29151679831095395,1.955909702260274E-5,3752009.84638767,77.08799999999997,0.019773132158169185,0.18961767731331036,48671.77571590478,259799.18342618513,5.690834397963862,0.2706600070289364,5.68514356356578
1,0.0528,2,122,-15,1.8492224168788081E-6,4.551880703733804,0.4746288688411251,0.291568075050862,1.9562537396319393E-5,3752669.811213507,77.08799999999997,0.019776610179884333,0.18966169598890964,48680.3369034547,259844.88115350023,5.690834397963862,0.2706600070289364,5.68514356356578
1,0.0528,2,123,-15,1.8496534359815058E-6,4.552941661852527,0.47473949593892323,0.2916193243469347,1.9565975928712816E-5,3753329.422819422,77.08799999999997,0.019780086340126627,0.18970590257718975,48688.89350896924,259890.55442292345,5.690834397963862,0.2706600070289364,5.68514356356578
1,0.0528,2,124,-15,1.8500830325571784E-6,4.5539991184058035,0.4748497579252091,0.29167036225044124,1.9569400277883432E-5,3753986.3136662105,77.08799999999998,0.01978354816193915,0.1897499632669096,48697.41482028597,259936.03929971877,5.690834397963864,0.27066000702893656,5.685143563565782
1,0.0528,2,125,-15,1.850508647530855E-6,4.555046774203297,0.47495899797750035,0.291721044127739,1.95728007397474E-5,3754638.6222252934,77.08799999999997,0.019786985835046348,0.1897936155918052,48705.87668930703,259981.20688667396,5.690834397963864,0.27066000702893656,5.685143563565782
1,0.0528,2,126,-15,1.850930280902536E-6,4.55608462924501,0.4750672160957968,0.29177136997882946,1.9576177314304746E-5,3755286.348496688,77.08799999999997,0.019790399359448145,0.18983685955187643,48714.27911603218,260026.05718378932,5.690834397963864,0.27066000702893656,5.685143563565782
1,0.0528,2,127,-15,1.8513479326722212E-6,4.55711268353094,0.4751744122800989,0.2918213398037117,1.9579530001555457E-5,3755929.492480386,77.08799999999995,0.019793788735144625,0.18987969514712355,48722.622100461616,260070.5901910654,5.690834397963864,0.27066000702893656,5.685143563565782
1,0.0528,2,128,-15,1.8517616028399103E-6,4.558130937061087,0.4752805865304065,0.29187095360238496,1.9582858801499567E-5,3756568.0541763753,77.08799999999995,0.019797153962135796,0.1899221223775465,48730.90564259518,260114.8059085018,5.690834397963864,0.27066000702893656,5.685143563565782
1,0.0528,2,129,-15,1.8521712914056042E-6,4.559139389835454,0.47538573884671886,0.29192021137485097,1.9586163714137023E-5,3757202.033584678,77.08799999999998,0.01980049504042154,0.18996414124314492,48739.129742433026,260158.7043360985,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,130,-15,1.8525769983693018E-6,4.560138041854036,0.4754898692290376,0.29196911312110796,1.9589444739467847E-5,3757831.430705273,77.08799999999995,0.019803811970001993,0.19000575174391943,48747.294399975035,260202.2854738561,5.690834397963864,0.27066000702893656,5.6851435635657825
1,0.0528,2,131,-15,1.8529787237310037E-6,4.561126893116839,0.4755929776773612,0.29201765884115677,1.9592701877492065E-5,3758456.2455381686,77.08799999999997,0.019807104750877064,0.19004695387986958,48755.39961522121,260245.54932177355,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,132,-15,1.85337646749071E-6,4.562105943623859,0.47569506419169044,0.2920658485349979,1.959593512820962E-5,3759076.4780833744,77.08799999999997,0.01981037338304679,0.19008774765099554,48763.445388171625,260288.49587985175,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,133,-15,1.8537702296484205E-6,4.563075193375097,0.47579612877202443,0.2921136822026303,1.9599144491620556E-5,3759692.128340874,77.08799999999997,0.019813617866511167,0.19012813305729698,48771.43171882622,260331.1251480903,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,134,-15,1.8541600102041353E-6,4.564034642370552,0.4758961714183636,0.2921611598440547,1.9602329967724856E-5,3760303.1963106785,77.08799999999997,0.019816838201270198,0.19016811009877413,48779.358607185015,260373.43712648915,5.690834397963867,0.27066000702893667,5.685143563565783
1,0.0528,2,135,-15,1.8545458091578546E-6,4.564984290610226,0.4759951921307089,0.29220828145927086,1.9605491556522526E-5,3760909.6819927823,77.08799999999997,0.01982003438732391,0.19020767877542732,48787.22605324805,260415.4318150485,5.690834397963867,0.27066000702893667,5.685143563565783
1,0.0528,2,136,-15,1.8549276265095772E-6,4.5659241380941165,0.4760931909090587,0.29225504704827876,1.960862925801358E-5,3761511.585387188,77.08799999999997,0.019823206424672207,0.1902468390872559,48795.03405701522,260457.1092137683,5.690834397963867,0.27066000702893667,5.685143563565783
1,0.0528,2,137,-15,1.855305462259305E-6,4.566854184822227,0.47619016775341466,0.29230145661107826,1.9611743072198007E-5,3762108.9064938943,77.08799999999997,0.019826354313315215,0.19028559103426054,48802.782618486635,260498.46932264848,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,138,-15,1.8556793164070362E-6,4.567774430794554,0.4762861226637758,0.29234751014767024,1.961483299907578E-5,3762701.64531291,77.08799999999997,0.019829478053252827,0.19032393461644087,48810.47173766228,260539.51214168887,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,139,-15,1.8560491889527723E-6,4.568684876011099,0.4763810556401424,0.2923932076580533,1.9617899038646923E-5,3763289.801844218,77.08799999999997,0.019832577644485115,0.19036186983379694,48818.10141454204,260580.23767088974,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,140,-15,1.8564224046192678E-6,4.569603550355054,0.4764768466753395,0.29243902831543905,1.962097334067222E-5,3763879.543357144,77.08799999999995,0.019835685588587504,0.1904001479314617,48825.75165210075,260621.07294845112,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,141,-15,1.856793155961975E-6,4.570516158739718,0.4765720052072743,0.2924845922048539,1.9624030415046502E-5,3764465.9801001204,77.08799999999997,0.019838776116516837,0.19043817328082283,48833.35901956362,260661.67939491465,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,142,-15,1.857160826286195E-6,4.571421183164513,0.4766663729526018,0.29252985898298567,1.9627067554966077E-5,3765048.59282861,77.08799999999995,0.01984184649184873,0.19047588263185572,48840.91678119307,260702.02105640067,5.690834397963867,0.27066000702893667,5.685143563565783
1,0.0528,2,143,-15,1.8575254155919293E-6,4.572318623629441,0.4767599499113239,0.2925748286498343,1.9630084760430947E-5,3765627.3815426137,77.08799999999995,0.019844896714583265,0.19051327598456108,48848.424936989046,260742.09793290947,5.690834397963865,0.2706600070289366,5.685143563565783
1,0.0528,2,144,-15,1.857886923879177E-6,4.5732084801345,0.4768527360834405,0.2926195012053997,1.9633082031441098E-5,3766202.3462421293,77.08799999999995,0.01984792678472041,0.19055035333893885,48855.88348695161,260781.91002444134,5.690834397963867,0.27066000702893667,5.685143563565784
1,0.0528,2,145,-15,1.8582453511479385E-6,4.574090752679694,0.47694473146895,0.2926638766496817,1.96360593679965E-5,3766773.4869271554,77.08799999999995,0.019850936702260118,0.19058711469498843,48863.29243108074,260821.4573309959,5.690834397963867,0.27066000702893667,5.685143563565784
1,0.0528,2,146,-15,1.858600697398213E-6,4.574965441265018,0.4770359360678539,0.29270795498268,1.9639016770097246E-5,3767340.8035976873,77.08799999999995,0.01985392646720249,0.19062356005271044,48870.65176937647,260860.7398525731,5.690834397963867,0.27066000702893667,5.685143563565783
1,0.0528,2,147,-15,1.8589529626300019E-6,4.575832545890476,0.4771263498801507,0.2927517362043956,1.9641954237743226E-5,3767904.2962537385,77.08799999999997,0.019856896079547437,0.19065968941210423,48877.96150183866,260899.7575891741,5.690834397963867,0.27066000702893667,5.685143563565783
1,0.0528,2,148,-15,1.8593021468433038E-6,4.576692066556065,0.4772159729058423,0.29279522031482796,1.964487177093449E-5,3768463.9648953024,77.08799999999995,0.019859845539294995,0.1906955027731706,48885.221628467465,260938.51054079653,5.690834397963867,0.27066000702893667,5.685143563565783
1,0.0528,2,149,-15,1.8596482500381193E-6,4.577544003261785,0.47730480514492435,0.29283840731397676,1.964776936967106E-5,3769019.809522373,77.08799999999997,0.01986277484644518,0.19073100013590782,48892.43214926293,260976.99870744307,5.6908343979637035,0.2706600070289289,5.685143563565622
1,0.0528,2,150,-15,1.8599912722144485E-6,4.578388356007639,0.47739284659740333,0.2928812972018428,1.9650647033952875E-5,3769571.830134964,77.08799999999997,0.01986568400099798,0.1907661815003184,48899.59306422482,261015.2220891124,5.6908343979637035,0.2706600070289289,5.685143563565622
1,0.0528,2,151,-15,1.8603312133722916E-6,4.579225124793625,0.4774800972632755,0.2929238899784254,1.9653504763780025E-5,3770120.0267330636,77.08799999999997,0.019868573002953374,0.1908010468664009,48906.704373353314,261053.18068580434,5.690834397963705,0.270660007028929,5.685143563565623
1,0.0528,2,152,-15,1.860668073511648E-6,4.580054309619744,0.4775665571425416,0.29296618564372434,1.9656342559152427E-5,3770664.399316669,77.08799999999998,0.019871441852311347,0.19083559623415564,48913.76607664839,261090.87449751893,5.690834397963704,0.27066000702892895,5.685143563565623
1,0.0528,2,153,-15,1.861001852632518E-6,4.580875910485995,0.477652226235203,0.29300818419774083,1.9659160420070127E-5,3771204.9478857983,77.08799999999998,0.019874290549071978,0.19086982960358315,48920.77817411007,261128.30352425668,5.690834397963705,0.270660007028929,5.685143563565623
1,0.0528,2,154,-15,1.8613325507349012E-6,4.581689927392376,0.47773710454125773,0.2930498856404735,1.9661958346533086E-5,3771741.672440432,77.08799999999998,0.01987711909323518,0.1909037469746826,48927.74066573827,261165.46776601725,5.690834397963705,0.270660007028929,5.685143563565623
1,0.0528,2,155,-15,1.8616601678187987E-6,4.582496360338892,0.47782119206070556,0.29309128997192324,1.966473633854133E-5,3772274.572980581,77.08799999999995,0.019879927484801045,0.190937348347454,48934.65355153307,261202.3672228007,5.690834397963705,0.270660007028929,5.685143563565623
1,0.0528,2,156,-15,1.8619853926847462E-6,4.583296904815407,0.47790466558386585,0.2931324491493102,1.9667497882124922E-5,3772804.3182292935,77.08799999999995,0.01988271924794711,0.1909707043673088,48941.5255062953,261239.04819877725,5.690834397963707,0.27066000702892906,5.6851435635656244
1,0.0528,2,157,-15,1.8623130665812477E-6,4.584103477606754,0.47798876768506526,0.29317372835501043,1.967026747891655E-5,3773335.6083200723,77.08799999999997,0.01988551915242752,0.19100431156694808,48948.417501038704,261275.83614374476,5.690834397963707,0.27066000702892906,5.6851435635656244
1,0.0528,2,158,-15,1.8626383490572216E-6,4.584904163890964,0.47807225599464764,0.2932147624667992,1.9673020631319284E-5,3773863.7438936005,77.08799999999997,0.019888302432568096,0.19103767349545722,48955.268574792426,261312.40566151222,5.690834397963708,0.2706600070289291,5.685143563565626
1,0.0528,2,159,-15,1.862961240112668E-6,4.585698963668038,0.4781551305126102,0.2932555514846753,1.9675757339333113E-5,3774388.7249498637,77.08799999999997,0.0198910690883689,0.19107079015283504,48962.07872755637,261348.75675207863,5.690834397963707,0.27066000702892906,5.6851435635656244
1,0.0528,2,160,-15,1.863281739747587E-6,4.586487876937975,0.47823739123895487,0.29329609540864027,1.9678477602958034E-5,3774910.55148888,77.08799999999995,0.01989381911982987,0.19110366153908237,48968.84795933057,261384.8894154446,5.690834397963707,0.27066000702892906,5.6851435635656244
1,0.0528,2,161,-15,1.8635998479619785E-6,4.587270903700776,0.4783190381736814,0.29333639423869257,1.9681181422194057E-5,3775429.223510631,77.08799999999995,0.019896552526951085,0.19113628765419907,48975.57627011508,261420.8036516101,5.690834397963707,0.27066000702892906,5.685143563565625
1,0.0528,2,162,-15,1.8639155647558426E-6,4.58804804395644,0.47840007131678935,0.293376447974833,1.9683868797041187E-5,3775944.7410151246,77.08799999999995,0.019899269309732476,0.19116866849818506,48982.26365990986,261456.49946057468,5.690834397963705,0.270660007028929,5.685143563565623
1,0.0528,2,163,-15,1.8642288901291792E-6,4.588819297704969,0.4784804906682791,0.2934162566170622,1.9686539727499385E-5,3776457.1040023714,77.08799999999997,0.019901969468174078,0.19120080407104034,48988.9101287149,261491.97684233892,5.690834397963704,0.27066000702892895,5.685143563565623
1,0.0528,2,164,-15,1.8645398240819879E-6,4.5895846649463605,0.47856029622815105,0.2934558201653792,1.9689194213568737E-5,3776966.3124723583,77.08799999999997,0.01990465300227587,0.1912326943727652,48995.515676530194,261527.23579690247,5.690834397963704,0.27066000702892895,5.685143563565623
1,0.0528,2,165,-15,1.8648483666142694E-6,4.590344145680616,0.47863948799640144,0.2934951386197844,1.9691832255249155E-5,3777472.366425091,77.08799999999997,0.01990731991203789,0.19126433940335805,49002.08030335574,261562.27632426552,5.6908343979635445,0.27066000702892135,5.685143563565462
1,0.0528,2,166,-15,1.8651545177260235E-6,4.591097739907736,0.47871806597303596,0.29353421198027696,1.9694453852540658E-5,3777975.2658605576,77.08799999999998,0.019909970197460054,0.19129573916282117,49008.60400919162,261597.09842442808,5.6908343979635445,0.27066000702892135,5.685143563565463
1,0.0528,2,167,-15,1.8654582774172496E-6,4.591845447627717,0.47879603015805255,0.2935730402468584,1.9697059005443247E-5,3778475.0107787773,77.08799999999998,0.01991260385854252,0.1913268936511538,49015.086794037736,261631.7020973898,5.6908343979635445,0.27066000702892135,5.685143563565462
1,0.0528,2,168,-15,1.8657596456879483E-6,4.592587268840564,0.47887338055145073,0.2936116234195277,1.9699647713956985E-5,3778971.601179738,77.08799999999998,0.019915220895285125,0.19135780286835574,49021.52865789408,261666.08734315127,5.690834397963545,0.2706600070289214,5.685143563565465
1,0.0528,3,0,-5,1.3980054939026611E-6,3.4412054349579178,0.35881771719198263,0.2800414416818723,1.8789166730497382E-5,3604314.5804112717,77.08799999999995,0.01899477652136327,0.14338355978991327,46755.84501363729,249572.3687141919,1.896852718212187,0.09021562290195252,1.8949558654939354
1,0.0528,3,1,-3.8416000000000006,1.374020038844673E-6,3.382164981493695,0.35266248284792123,0.28003943089344113,1.8789031818182745E-5,3604288.7002629014,77.08799999999995,0.018994640132703564,0.14092392814602636,46755.50929149674,249570.57670359244,1.4018471893904423,0.06667281871172828,1.4004453422010228
1,0.0528,3,2,15,1.0972768838826597E-6,2.700958753695431,0.28163150163973505,0.27963867791412395,1.876214360299247E-5,3599130.7500758823,77.08799999999997,0.018967457679861327,0.11253994805523579,46688.59939388594,249213.4264556976,-5.6973117640718245,-0.2709680750263003,-5.691614452307634
1,0.0528,3,3,15,1.0291306865001564E-6,2.5332161619623013,0.264140824361903,0.27911696182831425,1.8727139460522044E-5,3592415.926428262,77.08799999999997,0.018932070487172842,0.10555067341501427,46601.49344162862,248748.47413096402,-5.689936354093148,-0.2706172954433653,-5.684246417738936
1,0.0528,3,4,15,9.942957525998677E-7,2.4474696006026364,0.25519995001811296,0.27861941016174757,1.8693756611312243E-5,3586012.114494058,77.08799999999998,0.018898322329551926,0.10197790002723581,46518.42199167265,248305.05708798277,-5.6900098482125,-0.270620790874346,-5.6843198383641695
1,0.0528,3,5,15,9.708634976046633E-7,2.3897908549936213,0.2491857331295854,0.2781368677746379,1.8661380798248673E-5,3579801.4816995678,77.08799999999997,0.018865592228070542,0.09957461895858025,46437.8564977631,247875.01628461888,-5.69000643344064,-0.2706206284654423,-5.684316427007081
1,0.0528,3,6,15,9.534950803521943E-7,2.347038310667802,0.24472788524678887,0.2776658188444041,1.8629776129899513E-5,3573738.777132943,77.08799999999995,0.01883364170993767,0.0977932629446148,46359.20995658133,247455.2184268712,-5.690005729366648,-0.2706205949791979,-5.684315723637164
1,0.0528,3,7,15,9.396737067026465E-7,2.313016852004836,0.24118043585297977,0.27720419188840023,1.8598803621718016E-5,3567797.339471992,77.08799999999997,0.01880233026969914,0.09637570216684871,46282.13651245317,247043.81741357702,-5.690005822883371,-0.2706205994269177,-5.684315817060369
1,0.0528,3,8,15,9.280781996005039E-7,2.2844743875903406,0.23820428632699459,0.2767506777775345,1.856837543868728E-5,3561960.3193781134,77.08799999999997,0.018771569111159767,0.09518643281626506,46206.417592597005,246639.6465515278,-5.69000582670917,-0.2706205996088753,-5.684315820882342
1,0.0528,3,9,15,9.182273697370979E-7,2.2602264648084587,0.23567593268357487,0.276304728927991,1.85384548410892E-5,3556220.669093237,77.08799999999997,0.01874132109255876,0.09417610270035455,46131.9617721725,246242.21783512953,-5.690005829417569,-0.2706205997376886,-5.684315823588033
1,0.0528,3,10,15,9.09676937158519E-7,2.2391794838137646,0.23348134424151498,0.27586584837036854,1.850900848514126E-5,3550571.992299553,77.08799999999997,0.01871155250523277,0.09329914515890744,46058.68607694526,245851.08836625336,-5.690005829567996,-0.27062059974484304,-5.684315823738309
1,0.0528,3,11,15,9.021508464966265E-7,2.2206539313730578,0.23154966751888273,0.27543372357180546,1.8480015401689634E-5,3545010.2664968865,77.08799999999997,0.018682242150562554,0.09252724714054363,45986.538326287955,245465.97961624115,-5.6900058291910405,-0.27062059972691477,-5.684315823361731
1,0.0528,3,12,15,8.954229172522746E-7,2.204093061775153,0.22982285011836756,0.27500809816566285,1.8451458390010513E-5,3539532.1920806854,77.08799999999997,0.01865337263959683,0.09183721090729775,45915.47571711138,245086.66311166264,-5.690005829093718,-0.2706205997222861,-5.684315823264506
1,0.0528,3,13,15,8.893135695290659E-7,2.189054837189594,0.22825480034092777,0.27458876839024926,1.842332377886873E-5,3534135.1465061214,77.08799999999998,0.018624930151496168,0.09121061821623283,45845.46422927202,244712.957260508,-5.690005829092146,-0.2706205997222113,-5.684315823262936
1,0.0528,3,14,15,8.836613187534681E-7,2.175141761616168,0.22680407090592733,0.27417554952065193,1.8395599174287283E-5,3528816.752244022,77.08799999999997,0.018596902156656294,0.09063090673400669,45776.473021015256,244344.6974363067,-5.690005829088354,-0.27062059972203095,-5.684315823259148
1,0.0528,3,15,15,8.785020500694372E-7,2.1624421667194893,0.22547987223885677,0.2737684817450687,1.8368287272662616E-5,3523577.526542503,77.08799999999995,0.01856929138098032,0.09010175694664528,45708.50880218067,243981.91945470063,-5.690005829096258,-0.2706205997224069,-5.684315823267044
1,0.0528,3,16,15,8.736794668022771E-7,2.1505713265676665,0.2242420886060758,0.27336735463359674,1.8341373955361068E-5,3518414.7610325366,77.08799999999997,0.01854208355133444,0.08960713860698602,45641.53643929715,243624.4357809831,-5.6900058290974025,-0.2706205997224613,-5.684315823268187
1,0.0528,3,17,15,8.692579679431247E-7,2.13968775996429,0.22310724891186356,0.2729722548897665,1.8314865039689776E-5,3513329.571644668,77.08799999999997,0.01851528454868457,0.08915365666517883,45575.57040842496,243272.3236851664,-5.690005829099417,-0.27062059972255714,-5.684315823270199
1,0.0528,3,18,15,8.651243686087216E-7,2.1295128611119423,0.22204630266850037,0.272582996659578,1.82887480559166E-5,3508319.5663176444,77.08799999999995,0.018488881766842272,0.0887297025463309,45510.579679297,242925.41753454044,-5.690005829100734,-0.27062059972261976,-5.684315823271515
1,0.0528,3,19,15,8.612444922623459E-7,2.1199625041009402,0.2210504779885076,0.2721995238238243,1.826301923876608E-5,3503384.0227609547,77.08799999999997,0.018462871399328763,0.0883317710042058,45446.554882224875,242583.6673157809,-5.690005829101059,-0.2706205997226352,-5.68431582327184
1,0.0528,3,20,15,8.576235022114019E-7,2.1110493984675336,0.2201211001071464,0.27182181898316315,1.8237677420842726E-5,3498522.717033808,77.08799999999995,0.018437252265973682,0.08796039160281388,45383.49311220693,242247.05752262837,-5.690005829100776,-0.27062059972262176,-5.6843158232715565
1,0.0528,3,21,15,8.541753260613617E-7,2.1025616760945076,0.21923607733718617,0.27144967009466653,1.8212708375288113E-5,3493732.9200064945,77.08799999999997,0.01841200998423421,0.08760673650393776,45321.358966460335,241915.3991828532,-5.690005829100625,-0.27062059972261454,-5.684315823271406
1,0.0528,3,22,15,8.509428025238994E-7,2.094604784927584,0.21840640483479604,0.27108318269328424,1.818811918288918E-5,3489015.9899821174,77.08799999999997,0.01838715171238223,0.08727519937198268,45260.170065147846,241588.78634898955,-5.690005829100566,-0.27062059972261177,-5.684315823271347
1,0.0528,3,23,15,8.478466045054514E-7,2.08698346047982,0.21761172218884137,0.27072204458186816,1.8163888897016495E-5,3484367.9087813427,77.08799999999997,0.018362656274569504,0.0869576441866592,45199.87428369315,241266.94079156872,-5.69000582910056,-0.27062059972261143,-5.684315823271341
1,0.0528,3,24,15,8.449134817977874E-7,2.0797635476489806,0.21685889510854853,0.2703663610360341,1.814002458105732E-5,3479790.031369476,77.08799999999997,0.0183385308114778,0.08665681448537418,45140.489198960684,240949.9563320071,-5.690005829100555,-0.2706205997226112,-5.684315823271337
1,0.0528,3,25,15,8.421006112060046E-7,2.0728396366840425,0.21613693242034593,0.27001580075570875,1.8116504006686044E-5,3475278.093700175,77.08799999999997,0.018314752851537115,0.08636831819516844,45081.95949694088,240637.5377163463,-5.690005829100551,-0.27062059972261104,-5.684315823271332
1,0.0528,3,26,15,8.393817439100113E-7,2.066147115834369,0.21543909699641453,0.2696701662397535,1.809331392271455E-5,3470829.553805976,77.08799999999995,0.018291308998551623,0.08608946315976546,45024.25220275502,240329.50893196996,-5.6900058291005475,-0.2706205997226109,-5.684315823271329
1,0.0528,3,27,15,8.367771139575025E-7,2.0597357914241865,0.21477058218887948,0.2693296097330099,1.8070464543894293E-5,3466446.371176513,77.08799999999997,0.018268209579052713,0.08582232464267446,44967.39273527024,240026.0056591733,-5.690005829100559,-0.27062059972261143,-5.68431582327134
1,0.0528,3,28,15,8.342867213484785E-7,2.0536056634534954,0.2141313879977414,0.268994131235478,1.8047955870225256E-5,3462128.545811786,77.08799999999997,0.018245454593040368,0.08556690264389567,44911.381094486605,239727.02789795696,-5.6900058291005475,-0.2706205997226109,-5.684315823271328
1,0.0528,3,29,15,8.31910566082939E-7,2.0477567319222953,0.21352151442299985,0.2686637307471572,1.8025787901707383E-5,3457876.0777117875,77.08799999999998,0.01822304404051461,0.08532319716342895,44856.2172804041,239432.5756483215,-5.6900058291005475,-0.2706205997226109,-5.684315823271328
1,0.0528,3,30,15,8.29595044164516E-7,2.0420570500217634,0.2129272032471854,0.26833766609138954,1.8003910842564472E-5,3453679.414582638,77.08799999999998,0.018200927580784104,0.08508571041757351,44801.77737887393,239141.98748392274,-5.690005829100545,-0.27062059972261077,-5.6843158232713265
1,0.0528,3,31,15,8.273659412994243E-7,2.036570089542788,0.21235507273344487,0.26801629428538515,1.7982348646593666E-5,3449543.151466872,77.08799999999998,0.018179129429772425,0.0848570870642828,44748.12099765037,238855.5815777798,-5.690005829100545,-0.27062059972261077,-5.6843158232713265
1,0.0528,3,32,15,8.252292955399397E-7,2.0313107132154515,0.2118066726325797,0.26769969892928225,1.7961106922882372E-5,3445468.3643523683,77.08799999999998,0.01815765525794713,0.08463794638397709,44695.26209464987,238573.4324341672,-5.690005829100554,-0.27062059972261115,-5.6843158232713344
1,0.0528,3,33,15,8.23185106886062E-7,2.026278921039753,0.21128200294458985,0.2673878800230803,1.794018567143056E-5,3441455.0532391216,77.08799999999995,0.01813650506530827,0.08442828837665635,44643.20066987238,238295.54005308507,-5.690005829100559,-0.27062059972261143,-5.68431582327134
1,0.0528,3,34,15,8.21223455305574E-7,2.0214502947505784,0.2107785175540771,0.26708066917548745,1.7919573594153107E-5,3437501.0508222315,77.08799999999995,0.018115667430135696,0.08422709561460746,44591.90860863213,238021.75436455297,-5.690005829100557,-0.2706205997226114,-5.684315823271338
1,0.0528,3,35,15,8.192881244956062E-7,2.0166864573187873,0.2102817877584699,0.26677711212187427,1.7899206665393196E-5,3433594.0750983763,77.08799999999995,0.01809507762614011,0.08402860238828283,44541.22658647749,237751.22492985523,-5.690005829100405,-0.2706205997226041,-5.684315823271186
1,0.0528,3,36,15,8.174200702060018E-7,2.0120882217594707,0.2098023254253746,0.2664779040809128,1.787913153031687E-5,3429743.0739817675,77.08799999999997,0.018074782808925497,0.08383700923997796,44491.27067743063,237484.57132647207,-5.690005829100411,-0.2706205997226044,-5.6843158232711914
1,0.0528,3,37,15,8.156192924367605E-7,2.0076555880726277,0.20934013055479153,0.2661830450526035,1.785934818892417E-5,3425948.0474724104,77.08799999999997,0.01805478297849181,0.08365231616969296,44442.040881491455,237221.79355440364,-5.690005829100411,-0.2706205997226044,-5.6843158232711914
