% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Sep 23 2019, 17:08"
% Table,transient_parametric_sweep_2 {tbl20} - Pressure {gev28} (sw1(t))
% K_ads (m^3/kg),t (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1)
5.28,49,4.9999999999999964,1.3170036308615342E-6,3.241818485082132,0.33802889273930886,27.294657542324007,0.0018308040962669169,3.51202051304425E8,7708.799999999987,0.018508385795811145,0.1350763455386248,45558.589054642056,243181.68097116245,-1.433805358290031,-0.06819277125543426
5.28,50,1.2053063475055357,1.3785514206939965E-6,3.393319026249436,0.35382441790654073,27.294423459570062,0.0018307883950380542,3.5119903934711313E8,7708.799999999987,0.018508227065337553,0.14138823739545045,45558.19833788826,243179.59541146993,-0.32951857478800345,-0.015672130575473564
5.28,51,-1.9553704909336531,1.4259753924015892E-6,3.5100536384517693,0.3659965902324543,27.294280545753463,0.0018307788090155743,3.511972004661719E8,7708.799999999987,0.01850813015611462,0.14625223745688543,45557.95979480232,243178.32212119014,0.5860696612846681,0.02787387710658207
5.28,52,-4.024620056152354,1.4526397786512215E-6,3.5756883096188345,0.3728404567641056,27.294212157473975,0.0018307742218342917,3.511963205099386E8,7708.799999999987,0.018508083782326695,0.14898704652293324,45557.8456452287,243177.71281599003,1.1818961453903571,0.05621179543254358
5.28,53,-4.898244598765444,1.4584916674463369E-6,3.590092796306726,0.37434322691171035,27.294186697346547,0.0018307725140823041,3.5119599291290003E8,7708.799999999987,0.018508066517927593,0.14958755347391609,45557.80314872611,243177.4859790505,1.429061225545645,0.06796713703167241
5.28,54,-5,1.4526796370173657E-6,3.575786421412244,0.37285034814635715,27.29417735623064,0.0018307718875218437,3.5119587272018236E8,7708.799999999987,0.018508060183758505,0.14899099911928093,45557.78755710134,243177.40275440284,1.4566944047284345,0.06928139008295109
5.28,55,-5,1.4474171634033478E-6,3.5628327864795755,0.3714999153444606,27.294173259106206,0.0018307716127049763,3.5119582000222814E8,7708.799999999987,0.018508057405516618,0.1484513661716431,45557.78071842939,243177.3662510827,1.4567719371465158,0.06928507757820317
5.28,56,-5,1.4432220696438546E-6,3.5525065184439426,0.3704231851708152,27.29417143389443,0.0018307714902779004,3.511957965171151E8,7708.799999999987,0.018508056167848667,0.1480211047942544,45557.77767189644,243177.34998936337,1.4567802402708412,0.06928547248051997
5.28,57,-5,1.439798315162491E-6,3.5440789102688557,0.3695444300305913,27.29417131587968,0.0018307714823619962,3.511957949986119E8,7708.799999999987,0.018508056087823407,0.14766995424022095,45557.77747491338,243177.34893791127,1.4567810891436819,0.06928551285349745
5.28,58,-5,1.436864432087332E-6,3.536857125785317,0.36879140785892967,27.29417233491886,0.001830771550714604,3.5119580811065227E8,7708.799999999987,0.0185080567788293,0.14736904658042496,45557.77917583183,243177.35801703823,1.4567812086840963,0.06928551853892197
5.28,59,-5,1.4343730876596012E-6,3.530724654902727,0.3681519698986372,27.29417441050865,0.0018307716899359293,3.5119583481739485E8,7708.799999999987,0.018508058186277515,0.14711352717149212,45557.78264028062,243177.3765095005,1.456781213497834,0.06928551876786666
5.28,60,-5,1.4322763882116135E-6,3.5255636068472245,0.36761382294717565,27.29417742782316,0.0018307718923239495,3.5119587364136773E8,7708.799999999987,0.018508060232305022,0.14689848364968805,45557.78767659921,243177.40339225583,1.4567811937416213,0.06928551782824757
5.28,61,-5,1.4305729110611011E-6,3.521370479671232,0.36717660134754665,27.294181383047487,0.0018307721576227875,3.5119592453348446E8,7708.799999999987,0.018508062914325055,0.1467237698984763,45557.7942784201,243177.43863131688,1.4567812173731556,0.06928551895217962
5.28,62,-5,1.4291355206206322E-6,3.5178323277702046,0.3668076746616856,27.29418598045445,0.0018307724659963754,3.5119598368860495E8,7708.799999999987,0.01850806603180625,0.14657634679480624,45557.80195213328,243177.4795919024,1.4567812331784573,0.06928551970389067
5.28,63,-5,1.4278894839397947E-6,3.51476519518957,0.36648786188037186,27.29419104605364,0.0018307728057742128,3.511960488679839E8,7708.799999999987,0.01850806946676649,0.14644854960739329,45557.81040732454,243177.52472384486,1.4567812321732105,0.06928551965608043
5.28,64,-5,1.4268800365711273E-6,3.5122804297244037,0.36622877319184893,27.294196685160667,0.0018307731840204028,3.511961214267238E8,7708.799999999987,0.018508073290619882,0.14634501776745953,45557.81981978045,243177.57496545446,1.4567812197955732,0.06928551906739147
5.28,65,-5,1.42610717851463E-6,3.5103780313747057,0.366030408596409,27.294202897775573,0.0018307736007349507,3.5119620136482495E8,7708.799999999987,0.018508077503366426,0.14626575127512173,45557.83018950099,243177.63031673132,1.4567811960455634,0.06928551793782464
5.28,66,-5,1.4254277267724417E-6,3.5087055536639897,0.3658560178917699,27.294209329372787,0.001830774032137855,3.511962841205852E8,7708.799999999987,0.01850808186460386,0.14619606474954797,45557.84092473346,243177.68761903024,1.456781185358003,0.06928551742951691
5.28,67,-5,1.42486976584059E-6,3.5073321268787905,0.36571280941191947,27.294216049490366,0.0018307744828934178,3.511963705887549E8,7708.799999999987,0.018508086421485662,0.1461388386409997,45557.85214154659,243177.7474919,1.4567811829401554,0.0692855173145224
5.28,68,-5,1.424467665569622E-6,3.5063423527728315,0.36560960472763965,27.2942231432291,0.001830774958709831,3.51196461864331E8,7708.799999999987,0.018508091231718326,0.1460975980491615,45557.863981985654,243177.81069354696,1.4567811829266404,0.06928551731387962
5.28,69,-5,1.424221425959538E-6,3.5057362313461136,0.3655464038388984,27.294230610589025,0.0018307754595870856,3.511965579473143E8,7708.799999999987,0.01850809629530188,0.14607234297402052,45557.876446050584,243177.8772239713,1.4567811853174628,0.06928551742758877
5.28,70,-5,1.423969358701811E-6,3.505115765102563,0.3654817072370008,27.294238022101375,0.0018307759567183328,3.511966533117034E8,7708.799999999987,0.018508101321015404,0.14604649021190222,45557.888816898005,243177.9432568213,1.45678118547109,0.06928551743489537
5.28,71,-5,1.4237831101894122E-6,3.5046573124026885,0.3654339039454724,27.294245568069805,0.0018307764628682963,3.511967504061471E8,7708.799999999987,0.018508106437903002,0.14602738801660747,45557.901412171464,243178.01048760748,1.4567811854442556,0.06928551743361912
5.28,72,-5,1.4236771704275568E-6,3.5043965405488833,0.36540671302169125,27.294253286982066,0.00183077698061856,3.5119684972586995E8,7708.799999999987,0.018508111672063073,0.14601652252346453,45557.914296112234,243178.07925923652,1.45678118565292,0.06928551744354336
0.0528,0,-5,1.4393976630315524E-6,3.543092700775026,0.3694415979286688,0.27301693596369325,1.8312760434436784E-5,3512925.846481745,77.08799999999987,0.01851315691274308,0.1476288625322927,45570.33320986078,243244.3686765313,1.456781186145071,0.06928551746695039
0.0528,1,-5.006022144,1.440479024870087E-6,3.5457544844748403,0.36971914522077876,0.27301654074211956,1.8312733924733338E-5,3512920.761141246,77.08799999999987,0.018513130112944046,0.14773977043021982,45570.267241869624,243244.0165539719,1.4591986184793773,0.06940049221526312
0.0528,2,-5.932511744,1.4557770035597901E-6,3.583410622194241,0.3736456105322588,0.27302598656435506,1.8313367508430632E-5,3513042.301121743,77.08799999999987,0.018513770629945667,0.14930878596868727,45571.84388130111,243252.43230685615,1.7386858209508038,0.08269309623348577
0.0528,3,-8.885753344000001,1.5100791934111642E-6,3.7170760417234687,0.38758271638709685,0.27308946744780443,1.831762552343866E-5,3513859.11358592,77.08799999999987,0.01851807524039819,0.1548780534682804,45582.43972584482,243308.99058359186,2.609542946177012,0.12411166144762359
0.0528,4,-12.491026944000001,1.5874734113406454E-6,3.9075827346762737,0.4074455757466369,0.2732457500983199,1.832810826777407E-5,3515870.012142139,77.08799999999987,0.018528672697371053,0.16281525206835246,45608.52547922036,243448.23057075802,3.6584148365588467,0.17399673160970283
0.0528,5,-14.682412544000002,1.6501306364001325E-6,4.061814162488603,0.4235290950576594,0.2734712517994714,1.8343233917822748E-5,3518771.5565155842,77.08799999999987,0.01854396386735934,0.1692422263850369,45646.164857248674,243649.1412532346,4.286323946501819,0.2038605217371233
0.0528,6,-15,1.679688565349099E-6,4.134571319873827,0.4311188736936453,0.27371077599060384,1.8359300134063065E-5,3521853.5291372333,77.08799999999987,0.01856020589615212,0.17227510192797676,45686.144784366385,243862.5452695425,4.372178902093351,0.20794384261045382
0.0528,7,-15,1.696102308713335E-6,4.174973924240807,0.43532842542844397,0.2739392489936444,1.8374625085812505E-5,3524793.3054363546,77.08799999999987,0.018575698548799043,0.17395723880120226,45724.28011410798,244066.10323267055,4.37053405639951,0.2078656126153558
0.0528,8,-15,1.708585424801304E-6,4.205701247641526,0.4385324073280647,0.2741587540454889,1.838934850732618E-5,3527617.6905512777,77.08799999999987,0.018590583088666828,0.17523754996829072,45760.91856775737,244261.67120199348,4.370541258813796,0.20786595516714432
0.0528,9,-15,1.7180254195559353E-6,4.228937895421018,0.44095531942228405,0.27436817411619185,1.8403395473209115E-5,3530312.3115884215,77.08799999999987,0.018604783770452087,0.17620574564114072,45795.87369744216,244448.25395997005,4.370541774958143,0.20786597971532528
0.0528,10,-15,1.727049167292901E-6,4.251149946726661,0.44327139084704803,0.2745761490445272,1.8417345505376645E-5,3532988.3378891004,77.08799999999987,0.018618886457776564,0.1771312477824764,45830.587612716656,244633.54916872614,4.370541931930219,0.2078659871810254
0.0528,11,-15,1.733292114258773E-6,4.2665170272730615,0.44487373074252157,0.27476875889478886,1.843026491652123E-5,3535466.660777322,77.08799999999987,0.018631947245995605,0.17777154280470758,45862.73688222964,244805.1548651362,4.37054194120078,0.20786598762193967
0.0528,12,-15,1.739449382232019E-6,4.281673208065225,0.44645407992268893,0.2749608953330655,1.844315257329784E-5,3537938.8922441737,77.08799999999987,0.018644975932358674,0.17840305033710246,45894.80713268182,244976.33877526066,4.370541945920525,0.20786598784641405
0.0528,13,-15,1.7456066502052647E-6,4.296829388857388,0.44803442910346214,0.27515303177134276,1.8456040230074403E-5,3540411.123711034,77.08799999999987,0.01865800461872177,0.17903455786973943,45926.87738313398,245147.52268538496,4.370541950640283,0.20786598807088894
0.0528,14,-15,1.751463387269643E-6,4.311245809611784,0.44953764281372155,0.2753426250966915,1.846875730615917E-5,3542850.632786128,77.08799999999987,0.018670860857729062,0.17963524206835907,45958.52315258054,245316.4408097016,4.370541954482806,0.20786598825364197
0.0528,15,-15,1.7560524272094949E-6,4.322541780372366,0.4507154842844723,0.2755214910830166,1.8480754840106564E-5,3545152.11252474,77.08799999999987,0.018682989680651692,0.18010590752007105,45988.3783795758,245475.80141408255,4.37054195462501,0.20786598826040534
0.0528,16,-15,1.7606414671493468E-6,4.333837751132948,0.4518933257552388,0.2757003570693416,1.8492752374053946E-5,3547453.5922633475,77.08799999999987,0.01869511850357434,0.18057657297178936,46018.233606571,245635.1620184632,4.370541954767225,0.20786598826716915
0.0528,17,-15,1.7652305070891992E-6,4.345133721893531,0.45307116722601587,0.27587922305566637,1.8504749908001352E-5,3549755.072001954,77.08799999999985,0.018707247326496996,0.18104723842351186,46048.088833566275,245794.5226228439,4.370541954909436,0.20786598827393282
0.0528,18,-15,1.769554895896956E-6,4.355778251069579,0.4541810822608922,0.27605569350297376,1.8516586759857793E-5,3552025.7281914623,77.08799999999987,0.01871921370898506,0.1814907604714484,46077.54421169919,245951.7489223548,4.370541954996473,0.20786598827807237
0.0528,19,-15,1.7735033891521571E-6,4.3654975093335535,0.4551945184144606,0.2762287614616717,1.8528195387928133E-5,3554252.604349023,77.08799999999987,0.018730949370234888,0.18189572955841438,46106.431667043114,246105.94377551644,4.370541955005205,0.20786598827848765
0.0528,20,-15,1.7772932788897498E-6,4.3748263633472,0.4561672473412123,0.276400111471098,1.8539688783610663E-5,3556457.3755467637,77.08799999999987,0.018742568538109298,0.1822844320375443,46135.032372700836,246258.6080222178,4.370497593841967,0.20786387843098303
0.0528,21,-14.847366898148147,1.7778519889931259E-6,4.376201634226098,0.45631066121807795,0.2765675518052963,1.8550919935687038E-5,3558611.8407108854,77.08799999999987,0.01875392259264654,0.18234174022273983,46162.98049905153,246407.788944783,4.322474699941912,0.20557987649179651
0.0528,22,-13.536930084228516,1.755138928705535E-6,4.320293194061107,0.45048122366660515,0.2767134713858377,1.856070757143102E-5,3560489.3970030695,77.08799999999987,0.018763817334456902,0.18001229697717133,46187.33651155909,246537.79595742896,3.9320472011723733,0.18701087550328374
0.0528,23,-10.433055736400462,1.692712087829262E-6,4.166628859373135,0.43445736750530634,0.27679991069300924,1.8566505535278083E-5,3561601.616929072,77.08799999999987,0.0187696787454036,0.17360916405511648,46201.76443712473,246614.80903585785,3.0180622636481576,0.14354112180545048
0.0528,24,-5.692040478741681,1.5896576926569959E-6,3.912959366434937,0.40800652154361505,0.2767834657307047,1.856540248042922E-5,3561390.0185792474,77.08799999999987,0.018768563619829103,0.16303940600882488,46199.01954362866,246600.15740093464,1.6280040741833268,0.07742899605710765
0.0528,25,-3.552713678800501E-15,1.459838011335762E-6,3.5934068361512184,0.3746878265380764,0.2766373941608831,1.8555604649921082E-5,3559510.506631569,77.08799999999987,0.01875865857169333,0.14972525548461196,46174.638161991104,246470.01497347886,-0.03449879738100107,-0.0016407865857021725
0.0528,26,5.692040478741667,1.3244470759841917E-6,3.2601406046464803,0.3399368968563416,0.276348729634843,1.853624231881648E-5,3555796.2422731724,77.08799999999987,0.018739084358661947,0.135838783983791,46126.45602782756,246212.82938845945,-1.6900589524295286,-0.0803803688449551
0.0528,27,10.43305573640044,1.2051206376037286E-6,2.9664173037868258,0.3093103418453124,0.2759390460907752,1.8508762570829555E-5,3550524.818704689,77.08799999999987,0.018711303899881522,0.12360041260138406,46058.074132221445,245847.82194054354,-3.063893673992381,-0.1457208952759897
0.0528,28,13.536930084228473,1.1165034853968513E-6,2.748285238401658,0.28656906263200255,0.27544266994088507,1.8475467868849913E-5,3544137.9160007564,77.08799999999987,0.018677644854085636,0.11451299742774565,45975.22203197331,245405.57573783107,-3.957837813266776,-0.18823749479363758
0.0528,29,14.847366898148135,1.0624107719815884E-6,2.6151354473542816,0.2726877883982123,0.2749058033757255,1.8439457250100854E-5,3537230.0206124946,77.08799999999987,0.018641240171251888,0.10896604024392317,45885.6115168703,244927.25461007844,-4.329931930102758,-0.2059345474989994
0.0528,30,15,1.0329239678740782E-6,2.54255336452495,0.26511581391471134,0.27436635284650085,1.8403273310547584E-5,3530288.8771983585,77.08799999999987,0.018604660270964926,0.10594027924031628,45795.56970213728,244446.63130020842,-4.369721466860919,-0.20782696529672964
0.0528,31,15,1.0125157586645152E-6,2.4923183398730395,0.2598728619938305,0.27383974255032617,1.8367950636655175E-5,3523512.9498591796,77.08799999999987,0.018568951061166166,0.10384519565273231,45707.67110132813,243977.44799266197,-4.369911019036128,-0.20783598052885321
0.0528,32,15,9.962274445880733E-7,2.452224481035847,0.25569575307224873,0.27332485981834226,1.8333414595550733E-5,3516887.92181574,77.08799999999987,0.018534037092275416,0.1021760229276683,45621.729994496425,243518.71335540657,-4.3699458781366864,-0.2078376384517064
0.0528,33,15,9.82373176244392E-7,2.418122051732403,0.25213985353578083,0.2728190943661789,1.8299490100981224E-5,3510380.20637717,77.08799999999987,0.018499741362071383,0.10075508547289576,45537.31068878646,243068.1017562558,-4.369946884594118,-0.20783768631951563
0.0528,34,15,9.701576127182077E-7,2.388053311816345,0.24900455694064708,0.2723207455281228,1.8266063079863E-5,3503967.9209722662,77.08799999999987,0.018465948549168967,0.09950222095348032,45454.12931937875,242624.09798753104,-4.3699468889267665,-0.2078376865255794
0.0528,35,15,9.592406821048163E-7,2.3611811706668937,0.24620257457918,0.27182921240994246,1.8233093226886432E-5,3497643.333857688,77.08799999999987,0.018432617907197742,0.09838254880183811,45372.08558864794,242186.1666826713,-4.369946886710131,-0.20783768642015468
0.0528,36,15,9.495889056249671E-7,2.337423219911824,0.2437253101704848,0.27134526686807314,1.820063231474458E-5,3491416.3765580566,77.08799999999987,0.018399801775399113,0.09739263394412352,45291.30833019484,241754.99552696905,-4.369946872692302,-0.2078376857534571
0.0528,37,15,9.408017031284029E-7,2.315793427238521,0.24146995139204336,0.2708688614117836,1.8168677157970487E-5,3485286.4380071852,77.08799999999987,0.01836749693344763,0.09649139257625834,45211.78961715427,241330.5422085686,-4.369946868469835,-0.20783768555263366
0.0528,38,15,9.329366069138656E-7,2.296433409014003,0.23945126450287216,0.2703999714017484,1.8137226103868056E-5,3479253.201169347,77.08799999999987,0.0183357017105617,0.09568472529534555,45133.525336879255,240912.78477507035,-4.369946871075652,-0.2078376856765681
0.0528,39,15,9.257824941431761E-7,2.278823484120165,0.23761506137174077,0.2699383048398315,1.810625956650242E-5,3473312.908886418,77.08799999999988,0.018304396306477677,0.09495097852414545,45056.46675080968,240501.4630708096,-4.369946873391795,-0.20783768578672546
0.0528,40,15,9.192810188147952E-7,2.262820033251876,0.23594636654153567,0.269483781029298,1.8075772133095884E-5,3467464.522828503,77.08799999999987,0.018273575249185808,0.09428416806999552,44980.60038953539,240096.50519905222,-4.369946873451111,-0.20783768578954656
0.0528,41,15,9.133594932215224E-7,2.2482441348425444,0.23442652390643923,0.2690363369341182,1.804575957547227E-5,3461707.2319071023,77.08799999999987,0.018243234264241005,0.093676838953011,44905.91573146405,239697.85499786263,-4.3699468735263665,-0.20783768579312573
0.0528,42,15,9.078246442517027E-7,2.2346200450662983,0.23300592728025987,0.2685957561981409,1.8016207381424348E-5,3456038.252254197,77.08799999999987,0.018213358680629024,0.09310916854118974,44832.376663737545,239305.31970478458,-4.369946873520066,-0.20783768579282608
0.0528,43,15,9.02825814223097E-7,2.222315371631255,0.23172219509819592,0.26816233595435807,1.79871354813101E-5,3450461.407098424,77.08799999999987,0.018183968646805698,0.09259618916123699,44760.032781994945,238919.16405038003,-4.368388085151489,-0.20776354874344252
0.0528,44,15,8.985476978138132E-7,2.2117847424576085,0.23061897808405113,0.26773681694787266,1.7958593561012864E-5,3444986.2276529605,77.08799999999987,0.018155114392366837,0.09215534364238474,44689.007726922006,238540.04800130767,-4.358865335002588,-0.20731064018171058
0.0528,45,14.898244598765434,8.950683123612943E-7,2.2032201980536397,0.22972051473460744,0.2673189018289222,1.793056167563458E-5,3439608.887899973,77.08799999999987,0.018126775754157325,0.09179631768794706,44619.251866697465,238167.70663387305,-4.340402468695757,-0.2064325335325048
0.0528,46,14.024620056152346,9.029958359088177E-7,2.2227338818241793,0.23176668421861446,0.2669193033333206,1.7903758387794246E-5,3434467.2292755386,77.08799999999987,0.018099679158024712,0.09261396701375625,44552.55330629331,237811.68445728687,-4.077965044167129,-0.193950828706761
0.0528,47,11.955370490933644,9.291378307262376E-7,2.287082680908807,0.2384776899668792,0.26657028127979343,1.7880347542492606E-5,3429976.34086783,77.08799999999987,0.018076012127918522,0.09529568491076276,44494.29665924438,237500.72334872154,-3.4684322816132616,-0.16496103032917614
0.0528,48,8.794693652494454,9.74430928163554E-7,2.3985721233660504,0.2501083928818134,0.26630206635981113,1.7862356879908823E-5,3426525.202858783,77.08799999999988,0.01805782459357218,0.0999433137955704,44449.52784945492,237261.7573349449,-2.5426362733837062,-0.12092953396645875
0.0528,49,4.9999999999999964,1.0350689907151728E-6,2.5478333611280233,0.26566601945834095,0.26613539445132867,1.785117727040799E-5,3424380.625076001,77.08799999999987,0.01804652264564068,0.10616014137555066,44421.70798407017,237113.26104107284,-1.4332767103206878,-0.06816762839358091
0.0528,50,1.2053063475055357,1.1037547720738591E-6,2.7169041445739572,0.2832942308248341,0.2660813467422507,1.7847551990734846E-5,3423685.18985147,77.08799999999987,0.01804285769454378,0.11320437463760116,44412.68666785326,237065.1072486105,-0.3294738798960005,-0.015670004855598812
0.0528,51,-1.9553704909336531,1.1701829537712404E-6,2.8804178223730776,0.3003438916449927,0.2661164629502206,1.784990742960772E-5,3424137.0322771883,77.08799999999988,0.018045238908976604,0.12001741910133638,44418.54805257873,237096.39402504376,0.5860484070810091,0.02787286624200415
0.0528,52,-4.024620056152354,1.2247100060089815E-6,3.0146367430648255,0.3143395333520602,0.2662149696697106,1.785651482174196E-5,3425404.5243458645,77.08799999999987,0.018051918605781654,0.1256100775274804,44434.99019751276,237184.15856136495,1.1819177668031322,0.05621282376184022
0.0528,53,-4.898244598765444,1.2612790607331243E-6,3.1046518613292724,0.3237265203709716,0.26634298064540335,1.7865101228012212E-5,3427051.649508842,77.08799999999987,0.01806059897306799,0.12936111754023732,44456.35701417655,237298.2099071401,1.4302447395616573,0.06802342577414704
0.0528,54,-5,1.2825312180731635E-6,3.156964273306256,0.32918053445805184,0.26647416085884656,1.7873900212639437E-5,3428739.5534504955,77.08799999999987,0.01806949424495559,0.13154054156943454,44478.25282080861,237415.0848844713,1.4564339510352888,0.06926900272575745
0.0528,55,-5,1.2971964253817545E-6,3.1930628375216425,0.332943656214474,0.2665982364841955,1.7882222653131056E-5,3430336.0422165426,77.08799999999987,0.018077907757886647,0.13304428502330082,44498.96277263051,237525.63003087242,1.4567767766322655,0.0692853077474816
0.0528,56,-5,1.3088790776783757E-6,3.2218198107618745,0.3359421757626416,0.2667166317825745,1.7890164082581716E-5,3431859.4418631964,77.08799999999987,0.018085936090374125,0.13424249343474853,44518.72459868201,237631.11429142553,1.4567809451350693,0.06928550600434857
0.0528,57,-5,1.3190113394117253E-6,3.246760481093494,0.3385427599564925,0.26683152673324767,1.7897870724293775E-5,3433337.8023188408,77.08799999999987,0.01809372706584158,0.13528168687861136,44537.90216789693,237733.47991809226,1.4567813450653917,0.06928552502531041
0.0528,58,-5,1.3276962020007755E-6,3.26813836299285,0.34077185206516153,0.2669428931578968,1.790534068819122E-5,3434770.76101131,77.08799999999987,0.018101278773529843,0.13617243208523547,44556.490776921295,237832.70180540814,1.456781321894209,0.06928552392327297
0.0528,59,-5,1.335243459431512E-6,3.286716017660841,0.3427089632545545,0.267050906915665,1.79125857701223E-5,3436160.5807311013,77.08799999999987,0.01810860313836908,0.1369465017165169,44574.51977909793,237928.9366350313,1.456781286955311,0.0692855222615549
0.0528,60,-5,1.3418582083421715E-6,3.3029982926601322,0.34440673012743855,0.26715573764599765,1.791961734874572E-5,3437509.444239481,77.08799999999987,0.018115711663534664,0.13762492935892132,44592.01748961553,238022.33554718204,1.4567812358696286,0.06928551983188463
0.0528,61,-5,1.3476573332668481E-6,3.3172729005181374,0.3458951554406701,0.2672575945431246,1.7926449455878915E-5,3438820.043251578,77.08799999999987,0.018122618534394157,0.13821970411408863,44609.018825907755,238113.08492340473,1.4567811890913158,0.06928551760707584
0.0528,62,-5,1.3527891275734123E-6,3.3299048669416282,0.34721230242029083,0.26735669497671133,1.7933096671711207E-5,3440095.174676357,77.08799999999987,0.018129338490687857,0.13874603604714508,44625.56007000258,238201.37842914782,1.456781180704709,0.06928551720820303
0.0528,63,-5,1.3572775590025033E-6,3.3409531887798396,0.34836432152450597,0.2674530529685163,1.7939559936759728E-5,3441335.0189326564,77.08799999999987,0.01813587248322493,0.13920638288118944,44641.64356232691,238287.2285570922,1.456781183667426,0.0692855173491119
0.0528,64,-5,1.3613760223168607E-6,3.351041599944069,0.3494162495970672,0.2675469926265385,1.7945860990745966E-5,3442543.746338196,77.08799999999987,0.018142242489624604,0.1396267333389849,44657.32340102484,238370.92407117746,1.4567811832551272,0.06928551732950267
0.0528,65,-5,1.3649985500789332E-6,3.3599584906698206,0.3503460221234827,0.26763840562465546,1.7951992567635855E-5,3443719.9630540423,77.08799999999987,0.01814844116434059,0.13999827044054053,44672.58150495597,238452.36845827114,1.4567811856858874,0.06928551744511131
0.0528,66,-5,1.3683626843228822E-6,3.368239342994577,0.3512094743582362,0.2677275803988063,1.7957974014427968E-5,3444867.380403309,77.08799999999987,0.018154488066085658,0.140343305953548,44687.466018100255,238531.8187002996,1.4567811859510154,0.06928551745772098
0.0528,67,-5,1.3713783413550925E-6,3.3756624149456327,0.35198348504110105,0.267814397559044,1.7963797322976276E-5,3445984.462188147,77.08799999999987,0.018160375099080604,0.1406526006224208,44701.95701261084,238609.1684268196,1.4567811861294704,0.06928551746620842
0.0528,68,-5,1.3742021164838523E-6,3.3826131675446516,0.3527082465338949,0.26789910196627864,1.7969478917460346E-5,3447074.35904907,77.08799999999987,0.018166118867234765,0.14094221531494122,44716.09535918785,238684.63579659731,1.456781186200542,0.06928551746958864
0.0528,69,-5,1.376775832439562E-6,3.3889483968219714,0.3533688268319668,0.2679816026513792,1.797501269607593E-5,3448135.900480626,77.08799999999987,0.018171713201971834,0.14120618320205072,44729.86587381472,238758.13976070817,1.4567811861719315,0.06928551746822789
0.0528,70,-5,1.3792082396421564E-6,3.3949357930962396,0.35399313825596396,0.2680621666321902,1.7980416569191062E-5,3449172.522217982,77.08799999999987,0.018177176209653062,0.14145565804707996,44743.313125492714,238829.9182186313,1.4567811861615607,0.06928551746773465
0.0528,71,-5,1.381494448208455E-6,3.4005633198678487,0.3545799257487822,0.2681407819024484,1.798568973147918E-5,3450184.069775805,77.08799999999988,0.018182507076139033,0.14169013832921018,44756.43511020924,238899.9604733909,1.4567811861641475,0.06928551746785769
0.0528,72,-5,1.3836187462674252E-6,3.405792302198664,0.3551251566383404,0.26821740988437404,1.7990829595314437E-5,3451170.046771409,77.08799999999987,0.01818770318548766,0.1419080125926776,44769.225388794715,238968.23215412212,1.456781186162655,0.06928551746778669
5.28E-4,0,-5,1.4393930526053032E-6,3.543081352161637,0.36944041459811017,0.0027301693596002213,1.8312760434190547E-7,35129.25846434508,0.7708799999999992,0.01851315691249416,0.1476283896734015,45570.33320924801,243244.3686732606,1.4567811861450712,0.0692855174669504
5.28E-4,1,-5.006022144,1.4396913488562443E-6,3.543815611565082,0.369516976012707,0.00273016501381973,1.8312731284629996E-7,35129.202546918,0.7708799999999993,0.018513127443950055,0.1476589836146744,45570.260672112396,243243.98148605958,1.4591986095063023,0.0694004917884975
5.28E-4,2,-5.932511744,1.4679751046909994E-6,3.613436378238806,0.3767762975177133,0.002732986699511962,1.8331657895875104E-7,35165.50935170979,0.7708799999999995,0.018532261169040894,0.15055980848807485,45617.35854051186,243495.3795000284,1.7386858216384171,0.08269309626618915
5.28E-4,3,-8.885753344000001,1.5716708778194712E-6,3.8686846298574125,0.4033892204348474,0.00274902865683078,1.8439260202758372E-7,35371.92221139014,0.7708799999999993,0.018641040967620995,0.1611943324857614,45885.12117500798,244924.63727357186,2.6095429461495723,0.12411166144631852
5.28E-4,4,-12.491026944000001,1.721616008725122E-6,4.23777616895971,0.44187219875484307,0.00278191565694113,1.8659851556295597E-7,35795.08128133246,0.7708799999999995,0.018864046251627693,0.17657213062243132,46434.05106025903,247854.7037001365,3.658415015085442,0.17399674010055075
5.28E-4,5,-14.682412544000002,1.8386832729969239E-6,4.525938488653591,0.4719232990524351,0.0028202028708264296,1.891666513934625E-7,36287.725236817074,0.7708799999999995,0.01912367014488849,0.1885805503013488,47073.11804277848,251265.9020336899,4.286323926163542,0.2038605207698208
5.28E-4,6,-15,1.882580510008031E-6,4.6339920057828845,0.4831985192263683,0.0028510915010020095,1.9123852317151422E-7,36685.17115687765,0.7708799999999993,0.019333124571311457,0.19308612828285243,47588.69234754783,254017.92374246128,4.3721788836336835,0.20794384173249927
5.28E-4,7,-15,1.9007071090995998E-6,4.678610822792735,0.48784311144459364,0.0028720560337749204,1.926447306836418E-7,36954.92310020459,0.7708799999999992,0.019475284134950678,0.19494210733325518,47938.61962977971,255885.75824911703,4.37053405658263,0.20786561262406505
5.28E-4,8,-15,1.9137974772349367E-6,4.710832903585258,0.4912029572436668,0.0028881586007901533,1.9372481918104048E-7,37162.115828607486,0.7708799999999992,0.01958447492518451,0.1962847017145648,48207.39392461532,257320.41604199942,4.3705412588346135,0.20786595516813441
