% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Sep 23 2019, 17:08"
% Table,transient_parametric_sweep_2 {tbl20} - Pressure {gev28} (sw1(t))
% K_ads (m^3/kg),t (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1)
5.28,10,-15,1.5918716139594802E-6,3.9184089573356204,0.40857617592051276,27.303583746880115,0.0018314028263238945,3.513169053320165E8,7708.799999999987,0.018514438615391707,0.16326703989783317,45573.48813460159,243261.20896763174,4.3705417408732234,0.20786597809422297
5.28,11,-15,1.5915887730411133E-6,3.9177127413981596,0.40850358082631666,27.30386884056648,0.0018314219491389725,3.5132057365015936E8,7708.799999999987,0.018514631936151566,0.16323803089819244,45573.96399571391,243263.74900909522,4.370541829380449,0.20786598230368764
5.28,12,-15,1.591345256374751E-6,3.9171133225264576,0.40844107885498515,27.304153954694186,0.0018314410733251654,3.5132424223132217E8,7708.799999999987,0.018514825270772535,0.16321305511044837,45574.43989094571,243266.28923268057,4.370541866303249,0.20786598405976145
5.28,13,-15,1.5911017397083893E-6,3.9165139036547565,0.4083785768834834,27.304439068821882,0.0018314601975113545,3.513279108124849E8,7708.799999999987,0.018515018605393552,0.1631880793226363,45574.91578617745,243268.8294562655,4.3705419032260275,0.2078659858158343
5.28,14,-15,1.5908582230420273E-6,3.9159144847830554,0.40831607491181604,27.304724182949567,0.0018314793216975497,3.5133157939364755E8,7708.799999999987,0.01851521194001454,0.163163103534758,45575.391681409266,243271.36967985088,4.370541940148818,0.20786598757190766
5.28,15,-15,1.590830463324174E-6,3.915846153941462,0.4083089499879503,27.305009261281395,0.001831498443482711,3.5133524751422256E8,7708.799999999987,0.01851540525036251,0.16316025641518125,45575.86751689272,243273.90958451264,4.3705419522888205,0.20786598814929452
5.28,16,-15,1.5908886950244823E-6,3.915989491892895,0.40832389596802154,27.305294325346516,0.0018315175643109272,3.51338915451227E8,7708.799999999987,0.0185155985510363,0.1631662288288177,45576.34332856296,243276.44936206564,4.3705419545514745,0.20786598825690789
5.28,17,-15,1.5912328441897602E-6,3.9168366187340666,0.40841222667786997,27.30557877715807,0.0018315366440719025,3.5134257551032686E8,7708.799999999987,0.01851579143654366,0.16320152578047314,45576.81811829684,243278.98368474693,4.370541954809177,0.20786598826916444
5.28,18,-15,1.5916035462230192E-6,3.917749105742998,0.40850737255391484,27.30586317211025,0.001831555720019006,3.513462348378136E8,7708.799999999987,0.018515984283494952,0.16323954607254065,45577.29281312441,243281.51750084007,4.370541954880692,0.2078659882725657
5.28,19,-15,1.591974248256278E-6,3.918661592751929,0.40860251842995887,27.30614756706243,0.0018315747959661052,3.5134989416530037E8,7708.799999999987,0.018516177130446215,0.16327756636460788,45577.76750795202,243284.05131693307,4.370541954952205,0.20786598827596692
5.28,20,-15,1.5923522985337658E-6,3.919592167542409,0.4086995503359852,27.306431933691893,0.0018315938700134442,3.51353553128357E8,7708.799999999987,0.018516369958192017,0.163316340314256,45578.24215550499,243286.58488068497,4.370541955005853,0.2078659882785185
5.28,21,-14.847366898148147,1.5898872917994479E-6,3.9135245271730836,0.40806686924902225,27.30671459130902,0.0018316128294278437,3.513571901014459E8,7708.799999999987,0.018516561627064106,0.16306352095190557,45578.713950478166,243289.1032179954,4.322266926645147,0.20556999465057074
5.28,22,-13.536930084228516,1.5675267823156714E-6,3.858483894572138,0.4023275936562865,27.306976666214677,0.0018316304082456086,3.513605622355099E8,7708.799999999987,0.018516739338891208,0.16077010642504846,45579.151390036044,243291.4381736916,3.9334477581408946,0.1870774869582015
5.28,23,-10.433055736400462,1.5151820115303087E-6,3.7296366829525542,0.3888947976927375,27.307178080679922,0.0018316439182311179,3.5136315384792507E8,7708.799999999987,0.018516875917143603,0.1554023611580144,45579.487578861124,243293.2326753498,3.0181054183766336,0.14354317427408614
5.28,24,-5.692040478741681,1.4365523794098997E-6,3.536089004791332,0.36871144352723606,27.30726754936645,0.001831649919392249,3.513643050470632E8,7708.799999999987,0.018516936585461725,0.1473370928334802,45579.63691457335,243294.02979638186,1.627108831738753,0.07738641770929496
5.28,25,-3.552713678800501E-15,1.3434028533661732E-6,3.306800452862548,0.34480330808717,27.307210707177624,0.0018316461066713152,3.513635736550943E8,7708.799999999987,0.018516898041026485,0.13778340191163,45579.54203703485,243293.52336104724,-0.03443201331486371,-0.001637610289478085
5.28,26,5.692040478741667,1.2515217743464257E-6,3.0806341968130795,0.3212206737371131,27.30698617792989,0.001831631046249112,3.5136068462333935E8,7708.799999999987,0.018516745788742982,0.12835978122534747,45579.16726641496,243291.5229182939,-1.6902791185954007,-0.08039084009957881
5.28,27,10.43305573640044,1.1767423624485828E-6,2.896563876797777,0.3020287727358534,27.30662108117355,0.001831606557184321,3.5135598690073365E8,7708.799999999987,0.018516498218257474,0.12069069758524428,45578.557869024204,243288.27008968507,-3.0636700028480277,-0.1457102573221732
5.28,28,13.536930084228473,1.1308690334408765E-6,2.7836461881410237,0.29025159753225416,27.306146545192348,0.0018315747274236102,3.513498810168347E8,7708.799999999987,0.018516176437520664,0.11598453837388614,45577.76580230836,243284.04221258397,-3.9578592739491922,-0.18823851547848752
5.28,29,14.847366898148135,1.1164513326767798E-6,2.748156863924919,0.2865520466557213,27.305610422177626,0.0018315387666789165,3.51342982688756E8,7708.799999999987,0.018515812894890585,0.11450619784362365,45576.870938246706,243279.2656259674,-4.32941280546828,-0.20590985757351732
5.28,30,15,1.1211502002587247E-6,2.759723176597981,0.2877576139673998,27.30505253495651,0.001831501346088161,3.5133580431928396E8,7708.799999999987,0.018515434594049,0.11498794254137033,45575.939746690055,243274.29513121018,-4.369521799788253,-0.20781746899311013
5.28,31,15,1.12613731767538E-6,2.7719990193137773,0.28903893607180003,27.304488906793516,0.001831463540420587,3.513285520807567E8,7708.799999999987,0.018515052400300294,0.11549995885428868,45574.998972700916,243269.2734875455,-4.369928168272413,-0.20783679615835296
5.28,32,15,1.1299046636971628E-6,2.781272381730498,0.29000587122389043,27.303923158200774,0.001831425592524025,3.5132127255852836E8,7708.799999999987,0.01851466876869758,0.115886346141064,45574.054659418834,243264.23295191754,-4.369945930842792,-0.20783764095844512
5.28,33,15,1.1326246979815347E-6,2.787967775134512,0.2907040124942137,27.30335568694395,0.001831387529078831,3.513139708706745E8,7708.799999999987,0.018514283968964075,0.11616532339268515,45573.10747077037,243259.17706821888,-4.369946631535126,-0.20783767428385558
5.28,34,15,1.134740300645963E-6,2.793175353658914,0.29124701293752825,27.302787318626667,0.0018313494054628138,3.5130665764028794E8,7708.799999999987,0.018513898560937804,0.11638230636983364,45572.15878480286,243254.11319216195,-4.369946834677102,-0.20783768394542798
5.28,35,15,1.1364220252765709E-6,2.7973149367751393,0.2916786510929217,27.30221834934274,0.0018313112415366292,3.5129933667722654E8,7708.799999999987,0.018513512745398752,0.11655478897672884,45571.20909573823,243249.0439617942,-4.369946868804692,-0.2078376855685597
5.28,36,15,1.1377494728255584E-6,2.8005824630760876,0.2920193591370986,27.30164891929052,0.0018312730467041605,3.512920097854308E8,7708.799999999987,0.018513126617414787,0.11669093591118194,45570.258637587016,243243.97062621292,-4.369946873201558,-0.20783768577767764
5.28,37,15,1.1387771512116367E-6,2.803112104385071,0.2922831272425741,27.301079198649518,0.001831234832380289,3.512846791546112E8,7708.799999999987,0.01851274029238384,0.11679633764612997,45569.30769440266,243238.8947016312,-4.369946874746493,-0.2078376858511558
5.28,38,15,1.1395542204904092E-6,2.805024868703318,0.29248257302373076,27.30050923507428,0.0018311966017614694,3.5127734539794165E8,7708.799999999987,0.018512353802620275,0.11687603618028017,45568.356345727196,243233.81661262785,-4.369946873907203,-0.2078376858112386
5.28,39,15,1.1400875617789332E-6,2.8063376939738633,0.29261946259125227,27.29993908738192,0.0018311583587928965,3.5127000927222574E8,7708.799999999987,0.018511967188007735,0.11693073725146177,45567.40468973462,243228.7368832336,-4.369946872526088,-0.20783768574555184
5.28,40,15,1.1403881579667628E-6,2.807077614696491,0.2926966148185101,27.29936884945005,0.0018311201097714566,3.512626719853925E8,7708.799999999987,0.01851158051220417,0.11696156728147399,45566.45288311961,243223.65634985006,-4.3699468735438085,-0.20783768579395528
5.28,41,15,1.1404491600561455E-6,2.807227771990181,0.2927122718386429,27.298798462735988,0.0018310818507703702,3.512553327841695E8,7708.799999999987,0.01851119373551203,0.11696782382671905,45565.50082816647,243218.57449089244,-4.369946875126539,-0.20783768586923104
5.28,42,15,1.1403297788864807E-6,2.806933913967681,0.2926816309877056,27.298228108496836,0.001831043593947556,3.512479940008032E8,7708.799999999987,0.01851080698084099,0.11695557974268452,45564.5488274184,243213.4929212699,-4.369946874971957,-0.20783768586187906
5.28,43,15,1.1400559969080677E-6,2.806259996707544,0.2926113610204459,27.29765785659023,0.0018310053439887551,3.512406565341562E8,7708.799999999987,0.018510420295561218,0.11692749986376753,45563.5969974777,243208.4122633789,-4.369946873574381,-0.2078376857954094
5.28,44,15,1.1396861911656755E-6,2.8053497159281413,0.2925164460010687,27.297087818990587,0.0018309671084047077,3.5123332182501E8,7708.799999999987,0.01851003375560204,0.1168895718220244,45562.64552524516,243203.33351485498,-4.369709943900798,-0.20782641725680276
5.28,45,14.898244598765434,1.1412795115048506E-6,2.8092716909380475,0.2929253927642597,27.29651899438569,0.0018309289541829496,3.512260027235426E8,7708.799999999987,0.018509648038169183,0.11705298694859555,45561.69607767002,243198.26557350505,-4.338313407842088,-0.206333176358179
5.28,46,14.024620056152346,1.1576282540666278E-6,2.8495142951364487,0.29712135363732994,27.29596316175472,0.0018308916714049543,3.5121885079060936E8,7708.799999999987,0.018509271130536055,0.11872969291347438,45560.768315510766,243193.3133841132,-4.078147916954979,-0.19395952626261723
5.28,47,11.955370490933644,1.1956773550463384E-6,2.9431725630457732,0.3068870898946694,27.295447840498696,0.0018308571059496084,3.5121222012004983E8,7708.799999999987,0.01850892169348593,0.12263208112190713,45559.90817248462,243188.72213071177,-3.4680762254488613,-0.16494409605254462
5.28,48,8.794693652494454,1.2522036658805082E-6,3.0823126800975666,0.3213920019906859,27.295005403467396,0.0018308274292435367,3.512065272553299E8,7708.799999999987,0.018508621678904238,0.1284282439954752,45559.169683391665,243184.7802391224,-2.5390539862916994,-0.12075915792285974
