% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Nov 1 2019, 00:45"
% Table,sand_time_to_equilibrium_final {tbl32} - Pressure {gev21} (sw1(t))
% Switch 1 index,Pressurization cycles index,K_ads (m^3/kg),t (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads_vol (ug/m^3),c_ads/c_gas (1),alpha_ck (1),n_ck (ug/s),c_gas (ug/m^3),c_liq (ug/m^3),u_ck (cm/h),Pe (1),Q_ck (L/h)
2,2,0,47,-15,7.74922060871033E-6,19.07478918479745,1.9889461529026764,0,0,0,0,0.008595385904491357,0.7947828826998928,21157.634085918537,112934.77539911182,95.31197628391767,4.5331032967989735,95.21666430763176
2,2,0,48,-15,7.745201742781858E-6,19.06489670344759,1.9879146545970934,0,0,0,0,0.008589722411287295,0.794370695976982,21143.693336987544,112860.36276190363,95.31197628391767,4.5331032967989735,95.21666430763176
2,2,0,49,-15,7.741182876853383E-6,19.05500422209773,1.9868831562915104,0,0,0,0,0.008584058918083238,0.7939585092540709,21129.752588056544,112785.95012469558,95.31197628391767,4.5331032967989735,95.21666430763176
2,2,0,50,-15,7.737449688675244E-6,19.04581493957748,1.9859249811872144,0,0,0,0,0.008578840091873822,0.7935756224823943,21116.906391675842,112717.37996712989,95.31197628391767,4.5331032967989735,95.21666430763176
2,2,0,51,-15,7.734286005995804E-6,19.038027500916865,1.985112977656536,0,0,0,0,0.008574507720063554,0.7932511458715351,21106.242212254012,112660.45693391518,95.31197628391767,4.5331032967989735,95.21666430763176
2,2,0,52,-15,7.731122323316367E-6,19.030240062256258,1.984300974125858,0,0,0,0,0.008570175348253318,0.7929266692606762,21095.57803283218,112603.53390070007,95.31197628391767,4.5331032967989735,95.21666430763176
2,2,0,53,-15,7.727958640636927E-6,19.02245262359564,1.983488970595182,0,0,0,0,0.008565842976443073,0.7926021926498182,21084.91385341037,112546.61086748552,95.31197628391763,4.533103296798971,95.21666430763175
2,2,0,54,-15,7.72479495795749E-6,19.01466518493503,1.9826769670645037,0,0,0,0,0.008561510604632817,0.7922777160389592,21074.249673988525,112489.68783427063,95.31197628391763,4.533103296798971,95.21666430763175
2,2,0,55,-15,7.721631275278051E-6,19.00687774627442,1.981864963533828,0,0,0,0,0.008557178232822574,0.7919532394281011,21063.585494566687,112432.76480105573,95.31197628391763,4.533103296798971,95.21666430763175
2,2,0,56,-15,7.718467592598613E-6,18.99909030761381,1.9810529600031466,0,0,0,0,0.008552845861012326,0.791628762817241,21052.921315144842,112375.84176784095,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,57,-15,7.715303909919174E-6,18.99130286895319,1.9802409564724721,0,0,0,0,0.008548513489202075,0.7913042862063833,21042.25713572303,112318.91873462607,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,58,-15,7.712140227239735E-6,18.983515430292577,1.9794289529417952,0,0,0,0,0.008544181117391827,0.7909798095955248,21031.5929563012,112261.9957014112,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,59,-15,7.708976544560297E-6,18.975727991631967,1.9786169494111163,0,0,0,0,0.008539848745581573,0.7906553329846656,21020.928776879347,112205.0726681964,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,60,-15,7.705812861880857E-6,18.967940552971353,1.9778049458804392,0,0,0,0,0.008535516373771344,0.790330856373807,21010.264597457553,112148.14963498141,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,61,-15,7.70264917920142E-6,18.960153114310742,1.976992942349761,0,0,0,0,0.00853118400196109,0.790006379762948,20999.600418035734,112091.22660176673,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,62,-15,7.699740785963792E-6,18.952994073334175,1.9762464624347875,0,0,0,0,0.008527230792976601,0.7897080863889248,20989.86955195382,112039.28538891951,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,63,-15,7.697209329445992E-6,18.946762866114025,1.9755967286155356,0,0,0,0,0.008523837420665396,0.7894484527547516,20981.516729814626,111994.6998701226,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,64,-15,7.694677872928191E-6,18.940531658893875,1.9749469947962823,0,0,0,0,0.008520444048354187,0.7891888191205779,20973.163907675425,111950.11435132544,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,65,-15,7.692146416410389E-6,18.93430045167372,1.9742972609770313,0,0,0,0,0.008517050676042972,0.7889291854864051,20964.811085536243,111905.52883252848,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,66,-15,7.689614959892588E-6,18.92806924445357,1.9736475271577767,0,0,0,0,0.008513657303731752,0.7886695518522312,20956.45826339704,111860.94331373145,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,67,-15,7.687083503374785E-6,18.921838037233417,1.9729977933385274,0,0,0,0,0.008510263931420545,0.7884099182180592,20948.105441257845,111816.35779493436,95.31197628391759,4.533103296798969,95.21666430763169
2,2,0,68,-15,7.684552046856985E-6,18.915606830013267,1.9723480595192764,0,0,0,0,0.008506870559109325,0.7881502845838864,20939.75261911865,111771.77227613748,95.31197628391757,4.533103296798968,95.21666430763166
2,2,0,69,-15,7.682020590339182E-6,18.909375622793114,1.9716983257000231,0,0,0,0,0.008503477186798112,0.7878906509497129,20931.399796979455,111727.1867573403,95.31197628391757,4.533103296798968,95.21666430763166
