% Model,ghost_cell_flux.mph
% Version,COMSOL 5.3.1.275
% Date,"Oct 7 2019, 11:31"
% Table,Table 26 {tbl26} - Pressure {gev21} (sw1(t))
% Pressurization cycles index,K_ads (m^3/kg),t (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),u_ck (cm/h),c_gas (ug/m^3)
3,0,65,15,4.844930983865632E-8,0.11925849294863554,0.012435194877026842,0,-105.01665975259547,2933.737407797455
3,0,66,15,4.8316938845388143E-8,0.11893266033678104,0.012401220005086725,0,-105.01665975259547,2925.733843649774
3,0,67,15,4.818792154684416E-8,0.11861508288026208,0.01236810590593351,0,-105.01665975259546,2917.934696276871
3,0,68,15,4.806225794302439E-8,0.11830576057907868,0.012335852579567213,0,-105.01665975259546,2910.3399656787255
3,0,69,15,4.7938846747554665E-8,0.11800198260507408,0.012304177365394211,0,-105.01665975259546,2902.8824176040735
3,0,70,15,4.781738340677102E-8,0.1177029992961559,0.012273002095445297,0,-105.01665975259547,2895.5434588531166
3,0,71,15,4.769861999466054E-8,0.11741066189046527,0.012242519800057129,0,-105.01665975259546,2888.369004033205
3,0,72,15,4.75825565112232E-8,0.11712497038800217,0.012212730479229725,0,-105.01665975259544,2881.3590531443215
3,0,73,15,4.746919295645902E-8,0.11684592478876661,0.01218363413296308,0,-105.01665975259544,2874.5136061864723
3,0,74,15,4.735852933036798E-8,0.1165735250927586,0.012155230761257206,0,-105.01665975259544,2867.8326631596624
3,0,75,15,4.724900285745254E-8,0.11630392451142167,0.012127119255862559,0,-105.01665975259546,2861.220745005416
3,0,76,15,4.714166598096746E-8,0.11603971364505324,0.012099569741101074,0,-105.01665975259546,2854.7421516127433
3,0,77,15,4.7036543099731025E-8,0.11578095255160473,0.012072588479271694,0,-105.01665975259544,2848.3983736476016
3,0,78,15,4.693363421374321E-8,0.11552764123107613,0.012046175470374409,0,-105.01665975259547,2842.1894111099773
3,0,79,15,4.683293932300406E-8,0.1152797796834675,0.012020330714409201,0,-105.01665975259547,2836.1152639998736
3,0,80,15,4.673375203324826E-8,0.11503562911176012,0.011994872905380649,0,-105.01665975259547,2830.132766775242
3,0,81,15,4.663537191565099E-8,0.11479346540293059,0.011969622268407273,0,-105.01665975259547,2824.1991184234216
3,0,82,15,4.6538634279361055E-8,0.11455534467935846,0.011944793197297401,0,-105.01665975259546,2818.365362071408
3,0,83,15,4.644353912437845E-8,0.11432126694104373,0.011920385692051033,0,-105.01665975259544,2812.631497719193
3,0,84,15,4.6350086450703176E-8,0.1140912321879864,0.011896399752668173,0,-105.01665975259547,2806.99752536678
3,0,85,15,4.6258276258335253E-8,0.1138652404201865,0.011872835379148834,0,-105.01665975259544,2801.4634450141666
3,0,86,15,4.616810854727466E-8,0.113643291637644,0.011849692571492994,0,-105.01665975259547,2796.0292566613552
3,0,87,15,4.60795833175214E-8,0.1134253858403589,0.011826971329700673,0,-105.01665975259547,2790.6949603083463
3,0,88,15,4.5992700569075476E-8,0.1132115230283312,0.01180467165377186,0,-105.01665975259542,2785.4605559551355
3,0,89,15,4.5907460301936895E-8,0.11300170320156093,0.011782793543706555,0,-105.01665975259544,2780.326043601727
3,0,90,15,4.582386251610564E-8,0.11279592636004804,0.011761336999504764,0,-105.01665975259544,2775.291423248123
3,0,91,15,4.574146886666925E-8,0.11259311351311492,0.011740189513796857,0,-105.01665975259544,2770.329922771491
3,0,92,15,4.565938982122645E-8,0.11239107506726773,0.011719122775616259,0,-105.01665975259546,2765.387213559747
3,0,93,15,4.557867487458031E-8,0.11219239436515857,0.011698406152523468,0,-105.01665975259544,2760.5273940043126
3,0,94,15,4.5499324026730825E-8,0.11199707140678744,0.011678039644518468,0,-105.01665975259544,2755.7504641051887
3,0,95,15,4.542133727767799E-8,0.11180510619215434,0.011658023251601264,0,-105.01665975259544,2751.05642386238
3,0,96,15,4.534471462742183E-8,0.11161649872125926,0.011638356973771859,0,-105.01665975259544,2746.4452732758723
3,0,97,15,4.5269456075962325E-8,0.11143124899410221,0.01161904081103027,0,-105.01665975259544,2741.91701234569
3,0,98,15,4.5195561623299477E-8,0.11124935701068321,0.011600074763376465,0,-105.01665975259547,2737.4716410717997
3,0,99,15,4.512303126943328E-8,0.11107082277100219,0.011581458830810454,0,-105.01665975259546,2733.109159454234
3,0,100,15,4.505186501436375E-8,0.11089564627505925,0.011563193013332253,0,-105.01665975259547,2728.8295674929705
3,0,101,15,4.498206285809088E-8,0.11072382752285433,0.011545277310941843,0,-105.01665975259546,2724.6328651880262
3,0,102,15,4.4913366539675684E-8,0.1105547308023314,0.011527645437347106,0,-105.01665975259546,2720.503288489788
3,0,103,15,4.4844241172773944E-8,0.11038457797438242,0.011509903442440867,0,-105.01665975259544,2716.347149113226
3,0,104,15,4.477614941974182E-8,0.11021696939799848,0.011492426739030786,0,-105.01665975259546,2712.253726846553
3,0,105,15,4.47090912805793E-8,0.11005190507317954,0.011475215327116898,0,-105.01665975259547,2708.223021689758
3,0,106,15,4.464306675528639E-8,0.10988938499992558,0.011458269206699206,0,-105.01665975259542,2704.2550336428444
3,0,107,15,4.4578075843863096E-8,0.10972940917823668,0.01144158837777768,0,-105.01665975259547,2700.349762705816
3,0,108,15,4.4514118546309426E-8,0.10957197760811278,0.011425172840352356,0,-105.01665975259544,2696.507208878664
3,0,109,15,4.445119486262537E-8,0.1094170902895539,0.0114090225944232,0,-105.01665975259542,2692.727372161396
3,0,110,15,4.438930479281091E-8,0.10926474722256004,0.011393137639990236,0,-105.01665975259546,2689.0102525540087
3,0,111,15,4.432844833686607E-8,0.10911494840713117,0.011377517977053468,0,-105.0166597525955,2685.3558500565086
3,0,112,15,4.426862549479085E-8,0.10896769384326734,0.011362163605612877,0,-105.01665975259547,2681.764164668883
3,0,113,15,4.420983453692927E-8,0.10882297927340188,0.01134707408172801,0,-105.01665975259547,2678.235090927999
3,0,114,15,4.41506134856609E-8,0.10867720602402808,0.011331874168338179,0,-105.01665975259547,2674.679486976926
3,0,115,15,4.4092184623251535E-8,0.10853338275598053,0.011316877581329548,0,-105.01665975259544,2671.1718796137134
3,0,116,15,4.40345479497012E-8,0.1083915094692593,0.011302084320702122,0,-105.01665975259546,2667.7122688383615
3,0,117,15,4.3977703465009865E-8,0.10825158616386432,0.01128749438645591,0,-105.01665975259544,2664.3006546508605
3,0,118,15,4.3921651169177546E-8,0.1081136128397956,0.011273107778590882,0,-105.01665975259544,2660.9370370512233
3,0,119,15,4.3866391062204246E-8,0.10797758949705323,0.011258924497107076,0,-105.01665975259546,2657.6214160394497
3,0,120,15,4.381192314408996E-8,0.1078435161356371,0.011244944542004462,0,-105.01665975259547,2654.353791615527
3,0,121,15,4.375824741483468E-8,0.10771139275554725,0.011231167913283031,0,-105.01665975259546,2651.134163779478
3,0,122,15,4.370536387443843E-8,0.10758121935678372,0.011217594610942823,0,-105.01665975259547,2647.962532531279
3,0,123,15,4.365327252290118E-8,0.10745299593934644,0.011204224634983813,0,-105.0166597525955,2644.838897870938
3,0,124,15,4.360197336022295E-8,0.10732672250323548,0.01119105798540601,0,-105.0166597525955,2641.7632597984657
3,0,125,15,4.355056698103194E-8,0.10720018515253468,0.011177863817206478,0,-105.01665975259547,2638.6808500471034
3,0,126,15,4.3499649491830835E-8,0.10707485120975872,0.011164795129479581,0,-105.01665975259542,2635.627967844077
3,0,127,15,4.344935070683616E-8,0.10695104021398627,0.011151885240864672,0,-105.01665975259542,2632.612518078387
3,0,128,15,4.339967062604795E-8,0.1068287521652174,0.011139134151361745,0,-105.01665975259542,2629.634500750043
3,0,129,15,4.33506092494662E-8,0.10670798706345205,0.011126541860970798,0,-105.0166597525954,2626.6939158590376
3,0,130,15,4.3302166577090905E-8,0.10658874490869029,0.011114108369691839,0,-105.01665975259547,2623.790763405366
3,0,131,15,4.325434260892206E-8,0.10647102570093205,0.01110183367752485,0,-105.01665975259544,2620.9250433890393
3,0,132,15,4.3207137344959665E-8,0.10635482944017734,0.011089717784469844,0,-105.01665975259542,2618.09675581005
3,0,133,15,4.316055078520373E-8,0.1062401561264262,0.011077760690526827,0,-105.01665975259537,2615.3059006683966
3,0,134,15,4.311458292965425E-8,0.10612700575967864,0.011065962395695786,0,-105.0166597525954,2612.5524779640928
3,0,135,15,4.3069233778311224E-8,0.10601537833993459,0.011054322899976737,0,-105.0166597525954,2609.8364876971204
3,0,136,15,4.302396128028096E-8,0.1059039396031375,0.011042703078405464,0,-105.01665975259537,2607.1249682867597
3,0,137,15,4.297899500872623E-8,0.10579325464607632,0.01103116185415401,0,-105.0166597525954,2604.4318798508266
3,0,138,15,4.2934521688591454E-8,0.10568378309419336,0.011019747152798175,0,-105.01665975259542,2601.768576949197
3,0,139,15,4.2890541319876605E-8,0.1055755249474886,0.011008458974337977,0,-105.01665975259544,2599.1350595818717
3,0,140,15,4.2847053902581686E-8,0.10546848020596201,0.01099729731877339,0,-105.01665975259544,2596.5313277488503
3,0,141,15,4.280405943670671E-8,0.10536264886961365,0.010986262186104425,0,-105.01665975259542,2593.95738145013
3,0,142,15,4.276155792225166E-8,0.10525803093844345,0.010975353576331087,0,-105.01665975259544,2591.4132206857166
3,0,143,15,4.2719549359216555E-8,0.10515462641245148,0.010964571489453383,0,-105.01665975259542,2588.8988454556006
3,0,144,15,4.267803374760137E-8,0.10505243529163767,0.010953915925471297,0,-105.01665975259546,2586.4142557597943
3,0,145,15,4.2637011087406124E-8,0.10495145757600206,0.010943386884384827,0,-105.01665975259547,2583.959451598291
3,0,146,15,4.259648137863082E-8,0.10485169326554468,0.010932984366193998,0,-105.01665975259547,2581.5344329710874
3,0,147,15,4.255612335061607E-8,0.10475235154911061,0.010922625912278206,0,-105.01665975259547,2579.1196899489746
3,0,148,15,4.2515960509606866E-8,0.10465349028757263,0.010912317555844897,0,-105.01665975259547,2576.716650004905
3,0,149,15,4.2476197643680886E-8,0.10455561356896834,0.010902111858626393,0,-105.01665975259547,2574.337749384706
3,0,150,15,4.243683475283813E-8,0.1044587213932977,0.01089200882062271,0,-105.01665975259547,2571.982988088386
3,0,151,15,4.23978718370786E-8,0.10436281376056071,0.010882008441833815,0,-105.01665975259547,2569.6523661159354
3,0,152,15,4.23593088964023E-8,0.1042678906707574,0.010872110722259732,0,-105.01665975259544,2567.3458834673634
3,0,153,15,4.232114593080922E-8,0.10417395212388773,0.010862315661900445,0,-105.01665975259547,2565.0635401426584
3,0,154,15,4.2283382940299366E-8,0.10408099811995174,0.010852623260755966,0,-105.01665975259546,2562.805336141835
3,0,155,15,4.224601992487273E-8,0.10398902865894939,0.010843033518826291,0,-105.01665975259547,2560.571271464883
3,0,156,15,4.220905688452932E-8,0.1038980437408807,0.010833546436111424,0,-105.0166597525955,2558.361346111799
3,0,157,15,4.217249381926914E-8,0.10380804336574569,0.010824162012611355,0,-105.0166597525955,2556.1755600825927
3,0,158,15,4.213614649973162E-8,0.10371857405100822,0.010814832963276864,0,-105.01665975259547,2554.002739088979
3,0,159,15,4.2099924736291796E-8,0.1036294137939445,0.010805536139675803,0,-105.01665975259546,2551.8374127495404
3,0,160,15,4.2064032610267825E-8,0.10354106494289593,0.010796323922140706,0,-105.01665975259544,2549.6919594575797
3,0,161,15,4.2028470121659695E-8,0.1034535274978625,0.010787196310671593,0,-105.01665975259547,2547.5663792130963
3,0,162,15,4.1993237270467424E-8,0.10336680145884426,0.010778153305268441,0,-105.01665975259546,2545.460672016086
3,0,163,15,4.195833405669101E-8,0.1032808868258412,0.010769194905931291,0,-105.01665975259546,2543.3748378665564
3,0,164,15,4.192376048033042E-8,0.10319578359885327,0.010760321112660114,0,-105.01665975259547,2541.308876764501
3,0,165,15,4.18895165413857E-8,0.10311149177788054,0.010751531925454912,0,-105.01665975259547,2539.262788709927
3,0,166,15,4.1855602239856814E-8,0.10302801136292294,0.010742827344315696,0,-105.01665975259544,2537.236573702835
3,0,167,15,4.1822017575743797E-8,0.10294534235398055,0.010734207369242455,0,-105.01665975259544,2535.2302317432072
3,0,168,15,4.178876254904662E-8,0.1028634847510533,0.01072567200023519,0,-105.01665975259544,2533.243762831071
