% Model,main.mph
% Version,COMSOL 5.3.1.275
% Date,"Aug 24 2019, 07:38"
% Table,no_soil_adsorption {tbl10} - 
% Time (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads/c (1),alpha_ck (1),n_ck (ug/s),c_soil (ug/m^3),u_ck (cm/h),Pe (1)
28.601497637987908,14.520110453254777,9.270272137956365E-6,0.24360421124121734,3.3380240687661076E-4,0,0,0,0.011748639272917746,1.3338744178789067E-4,308.7307428137326,-4.237657430283149,-0.018656296020254242
28.71193239663453,14.634100187978945,8.802589024249546E-6,0.23131443437922952,3.169879084987011E-4,0,0,0,0.011454976282150229,1.2666836823607808E-4,301.01386674234374,-4.269790482403797,-0.018849927846087296
28.822367155281157,14.729590593839138,8.392829119366429E-6,0.22054676359871098,3.0225052787664095E-4,0,0,0,0.011176647675566389,1.2077931093950299E-4,293.6999476185333,-4.296585874893014,-0.01901786540161472
28.93280191392778,14.807743825145913,8.034882885492149E-6,0.21114065246496266,2.893634775631166E-4,0,0,0,0.010913242362750167,1.1562964563421878E-4,286.778182808349,-4.3183895401874,-0.01915982267685765
29.043236672574405,14.869872645975349,7.721350716977325E-6,0.2029016541407301,2.780904901192452E-4,0,0,0,0.010664281760572943,1.1112495985164789E-4,280.23599610433615,-4.335591202153888,-0.01927741176847373
29.15367143122103,14.917444781543868,7.446100255219694E-6,0.19566862250666306,2.682113425984724E-4,0,0,0,0.01042922272404061,1.0717725250234716E-4,274.05911474233915,-4.348626640103018,-0.019372372462916402
29.264106189867654,14.952087269583323,7.205029935148938E-6,0.18933377663584378,2.5955481703661404E-4,0,0,0,0.01020746382929667,1.0371810488782863E-4,268.23173450625796,-4.357978599473131,-0.019445622851977484
29.37454094851428,14.975590811716415,6.9936149412532715E-6,0.18377821342625345,2.519617317141696E-4,0,0,0,0.009998351220433221,1.006839079929799E-4,262.73667337054405,-4.364177438730451,-0.019499463125868553
29.484975707160903,14.98991412483134,6.806737837509556E-6,0.17886745689407607,2.452626596992152E-4,0,0,0,0.00980118152911367,9.800695881580417E-5,257.55544822204877,-4.367802446494567,-0.01953752315870642
29.59541046580753,14.997188292456709,6.6401837612299765E-6,0.1744907488776013,2.393005092531008E-4,0,0,0,0.0096152030327503,9.562448349753689E-5,252.66830529461248,-4.369483456302942,-0.019562825947792056
29.705845224454155,14.999721116137373,6.49057491715673E-6,0.17055932767304452,2.3394221386411444E-4,0,0,0,0.00943961843194515,9.348330866009802E-5,248.0542931546543,-4.369902168759113,-0.019578225318962295
29.816279983100777,15,6.353918933559118E-6,0.16696828173606648,2.2905045404092675E-4,0,0,0,0.00927358683109991,9.152856143475227E-5,243.6913147476434,-4.369792872838636,-0.0195886105265373
29.926714741747404,15,6.233150542404948E-6,0.16379472995331718,2.2462435970706414E-4,0,0,0,0.00911628277156223,8.97598941389408E-5,239.55767867111192,-4.369766638820421,-0.019601501658016187
30.037149500394026,15,6.134953568598385E-6,0.16121430987562835,2.2077492977456756E-4,0,0,0,0.008966998566264458,8.82216619379152E-5,235.63478832429786,-4.3699044973240895,-0.01962110846401163
30.147584259040652,15,6.034442277594144E-6,0.15857307417061886,2.1703354229379442E-4,0,0,0,0.00882502528725882,8.672660350059829E-5,231.9040144985872,-4.369990008783068,-0.019632533643994227
30.368453776333897,15,5.839003513531638E-6,0.15343733432858436,2.10082948597116E-4,0,0,0,0.008571177459199893,8.394914625940566E-5,225.2334012728549,-4.369943985490871,-0.019639123239783535
30.589323293627142,15,5.663104756228816E-6,0.1488150667841808,2.0375452507873958E-4,0,0,0,0.008336972098259595,8.14203082214625E-5,219.07895279806561,-4.369945917406477,-0.0196516621769054
30.76334302626231,15,5.533676735749592E-6,0.14541395726202774,1.9909722894733737E-4,0,0,0,0.008163333517396709,7.955925268735421E-5,214.51607817015065,-4.369946489815761,-0.01966110893233918
30.937362758897475,15,5.41330637224914E-6,0.14225086484996288,1.9476980630228906E-4,0,0,0,0.008000653419376398,7.783001459839295E-5,210.241170554373,-4.369946730529994,-0.019669952079084917
31.11138249153264,15,5.300126830311471E-6,0.13927673284692482,1.9069705763548678E-4,0,0,0,0.007846742368368208,7.62025442311388E-5,206.19669595597975,-4.369946821183451,-0.019678361484760525
31.459421956802977,15,5.0880755295614805E-6,0.13370444876581658,1.8306507276558685E-4,0,0,0,0.007556570598632239,7.315280307712685E-5,198.57156219085755,-4.36994689335685,-0.019694636277461982
31.807461422073313,15,4.897713817411854E-6,0.12870212369394865,1.7621576318786956E-4,0,0,0,0.0072934494672683425,7.041581896987108E-5,191.65726510087757,-4.369946888746088,-0.019709605653748796
32.15550088734365,15,4.726787466286708E-6,0.12421052103908209,1.7006619639850398E-4,0,0,0,0.007054971614493819,6.795845208084065E-5,185.39054408566844,-4.36994687864715,-0.019723299842480023
32.50354035261398,15,4.572486404621685E-6,0.12015579774064862,1.645145274381376E-4,0,0,0,0.006837925689767703,6.57400051642783E-5,179.68701127571552,-4.369946874162328,-0.019735882118573713
32.85157981788432,15,4.43231379706596E-6,0.11647234195929927,1.5947113358983278E-4,0,0,0,0.006639367542497408,6.372466498249573E-5,174.46930028174702,-4.36994687319654,-0.019747522068815908
33.199619283154654,15,4.304211765751616E-6,0.11310607678042094,1.548620216906802E-4,0,0,0,0.006456811705013656,6.18828638675944E-5,169.6720979843489,-4.3699468732596785,-0.019758363808362066
33.54765874842499,15,4.186511743597316E-6,0.11001315559825026,1.5062716977145817E-4,0,0,0,0.006288200941964188,6.019061704067333E-5,165.24134435293487,-4.369946873409406,-0.019768523287426832
34.24373767896566,15,3.97582139685932E-6,0.1044766346666692,1.4304645083469463E-4,0,0,0,0.0059846039410312996,5.716136175354267E-5,157.26342236242027,-4.369946873483708,-0.0197873938879057
34.93981660950632,15,3.793548976081224E-6,0.09968687999346239,1.364883027601628E-4,0,0,0,0.0057199780994148545,5.4540725782959824E-5,150.30958449642344,-4.3699468734893285,-0.019804397729565056
