% Model,cpm.mph
% Version,COMSOL 5.3.1.275
% Date,"Jul 24 2019, 13:12"
% Table,Probe Table 1 {tbl1} - 
% Time (h),c_in (mol/m^3),c_ads (mol/kg),m_ads (g),"alpha (1), Attenuation from source {avh1}",j_sides (mol/(m^2*s)),j_bottom (mol/(m^2*s)),j_ck (mol/(m^2*s)),j_d_sides (mol/(m^2*s)),j_d_bottom (mol/(m^2*s)),j_d_ck (mol/(m^2*s)),j_c_sides (mol/(m^2*s)),j_c_bottom (mol/(m^2*s)),j_c_ck (mol/(m^2*s))
61.90785259291216,3.247558740450204E-7,2.2116783455138013E-6,12.815125625732222,7.935406015511224E-7,-2.652822754036383E-11,-8.816310819830454E-12,1.7962098876235596E-9,2.8957389677333812E-12,-1.5600039793123073E-12,1.7943436378985798E-9,-2.9423966508097186E-11,-7.256306840518144E-12,1.866249724977367E-12
62.00785259291216,3.263366479169236E-7,2.2116791929765035E-6,12.81513053618451,7.974032206736086E-7,-2.664812798825051E-11,-8.81631793776885E-12,1.8043690001338731E-9,2.8193346978244723E-12,-1.5600032008848385E-12,1.802493665699166E-9,-2.946746268607489E-11,-7.2563147368840365E-12,1.875334434710154E-12
62.10785259291216,3.277156979232989E-7,2.211680037029444E-6,12.815135426879618,8.007729277646542E-7,-2.6771274984766423E-11,-8.816325044867704E-12,1.8125757354650975E-9,2.739400261292691E-12,-1.560002429858521E-12,1.8106924755481129E-9,-2.9510675246059115E-11,-7.256322615009174E-12,1.8832599169848886E-12
62.20785259291216,3.2927817025170545E-7,2.2116808776988004E-6,12.81514029796923,8.045908270868366E-7,-2.6889265697516984E-11,-8.81633214110154E-12,1.8206166823549563E-9,2.664375455960305E-12,-1.5600016661357473E-12,1.8187244428920445E-9,-2.955364115347716E-11,-7.256330474965779E-12,1.8922394629132423E-12
62.30785259291216,3.3063395416078754E-7,2.2116817150038817E-6,12.815145149565225,8.079036834961307E-7,-2.7010775209882007E-11,-8.816339226441749E-12,1.8287136880997693E-9,2.585552877736795E-12,-1.5600009096162395E-12,1.8268136568486762E-9,-2.959632808761882E-11,-7.256338316825475E-12,1.9000312510972683E-12
62.40785259291216,3.3217960027142385E-7,2.211682548970605E-6,12.815149981817775,8.116804679747059E-7,-2.7127421655397196E-11,-8.816346300865836E-12,1.8366541827207404E-9,2.5113517045805288E-12,-1.5600001602062499E-12,1.8347452686096274E-9,-2.9638773359977606E-11,-7.256346140659597E-12,1.9089141111140255E-12
62.50785259291216,3.335154004263241E-7,2.2116833796177978E-6,12.815154794835973,8.149444941038362E-7,-2.7247484246309333E-11,-8.816353364343296E-12,1.8446483322133784E-9,2.4334588945223876E-12,-1.5599994178042305E-12,1.8427317411460366E-9,-2.9680943140831754E-11,-7.256353946539091E-12,1.916591067342283E-12
62.60785259291216,3.350424565858644E-7,2.2116842069708624E-6,12.81515958876701,8.186758540584717E-7,-2.7362284547362326E-11,-8.816360416852465E-12,1.852474776729915E-9,2.3605920849194507E-12,-1.5599986823181015E-12,1.8505494096242425E-9,-2.9722876632281727E-11,-7.256361734534345E-12,1.925367105673427E-12
62.70785259291216,3.3635846417963845E-7,2.2116850310483588E-6,12.81516436371842,8.218915170874476E-7,-2.7480775159337617E-11,-8.816367458374404E-12,1.860363316666276E-9,2.283763672579293E-12,-1.5599979536587043E-12,1.8584303863378763E-9,-2.9764538831917E-11,-7.256369504715685E-12,1.9329303284014225E-12
62.80785259291216,3.378664233113754E-7,2.211685851875011E-6,12.815169119833472,8.255762134767938E-7,-2.759443395151143E-11,-8.816374488884566E-12,1.8680982013483317E-9,2.2115341192747323E-12,-1.5599972317317386E-12,1.8661566047175263E-9,-2.9805968070786224E-11,-7.256377257152823E-12,1.941596630806238E-12
62.90785259291216,3.391666533861056E-7,2.211686669469315E-6,12.81517385721933,8.287533241562855E-7,-2.7711322610468974E-11,-8.816381508362912E-12,1.8758809731717743E-9,2.135808665944916E-12,-1.5599965164477302E-12,1.8739319039789875E-9,-2.9847131276413967E-11,-7.25638499191517E-12,1.9490691927832396E-12
63.00785259291216,3.406526127714344E-7,2.211687483855293E-6,12.815178576015189,8.32384264190803E-7,-2.782314991574681E-11,-8.816388516790567E-12,1.8835046866401263E-9,2.0649156352682412E-12,-1.5599958077187161E-12,1.8815470775620053E-9,-2.9888065551015024E-11,-7.25639270907186E-12,1.957609078124604E-12
63.10785259291216,3.419369116227966E-7,2.2116882950514657E-6,12.81518327632836,8.35522446944474E-7,-2.793857257866848E-11,-8.816395514152603E-12,1.8911867381632636E-9,1.9901663208668447E-12,-1.5599951054611415E-12,1.8892217480674227E-9,-2.992873889953534E-11,-7.256400408691443E-12,1.9649900958409445E-12
63.20785259291216,3.4340221335148966E-7,2.2116891030810203E-6,12.8151879582932,8.391029100189613E-7,-2.8049256039611537E-11,-8.81640250042623E-12,1.8987211223586185E-9,1.9199298737613514E-12,-1.5599944095838992E-12,1.8967477110822546E-9,-2.99691859133729E-11,-7.25640809084233E-12,1.9734112763625814E-12
63.30785259291216,3.44672653526888E-7,2.2116899079623445E-6,12.815192622016252,8.422072291139897E-7,-2.816310286445094E-11,-8.816409475599127E-12,1.9063002291334153E-9,1.846273759611225E-12,-1.559993720006689E-12,1.9043195164736176E-9,-3.000937662406214E-11,-7.256415755592451E-12,1.980712659797854E-12
63.40785259291216,3.4611608625029037E-7,2.211690709718015E-6,12.815197267628333,8.457342552994135E-7,-2.827198140525014E-11,-8.816416439654862E-12,1.913726352525183E-9,1.7773634304022889E-12,-1.5599930366455544E-12,1.9117373443511317E-9,-3.004934483565248E-11,-7.2564234030093E-12,1.989008174048104E-12
63.50785259291216,3.473711433704525E-7,2.2116915083664388E-6,12.815201895236095,8.488009859168132E-7,-2.8384555671966807E-11,-8.816423392578897E-12,1.9212125549394257E-9,1.7045062853502414E-12,-1.5599923594186715E-12,1.919216333776512E-9,-3.0089061957317084E-11,-7.256431033160235E-12,1.9962211629207377E-12
63.60785259291216,3.487955266228123E-7,2.2116923039294404E-6,12.815206504965998,8.522814647418417E-7,-2.849227347974542E-11,-8.816430334361547E-12,1.9285507804030405E-9,1.6362853210222072E-12,-1.5599916882495091E-12,1.9265463731895103E-9,-3.0128558800767596E-11,-7.256438646112036E-12,2.0044072135219917E-12
63.70785259291216,3.500362089813025E-7,2.2116930964252773E-6,12.815211096923834,8.553130706457704E-7,-2.8603341748714663E-11,-8.81643726498498E-12,1.9359379579742598E-9,1.5644676425676753E-12,-1.5599910230537616E-12,1.9339264203723267E-9,-3.01678093912824E-11,-7.256446241931217E-12,2.0115376019375167E-12
63.80785259291216,3.5144060120816596E-7,2.2116938858753553E-6,12.815215671233632,8.587447014231812E-7,-2.8709302493263216E-11,-8.816444184442217E-12,1.9431713173993492E-9,1.497540539808561E-12,-1.5599903637582684E-12,1.9411517086214833E-9,-3.020684303307185E-11,-7.2564538206839485E-12,2.0196087778623137E-12
63.90785259291216,3.526654900786598E-7,2.2116946722977906E-6,12.815220228000364,8.617377159575123E-7,-2.8819206764986435E-11,-8.816451092719798E-12,1.9504705208297916E-9,1.4264292642099645E-12,-1.5599897102837218E-12,1.9484438724171115E-9,-3.02456360291964E-11,-7.256461382436096E-12,2.026648412682577E-12
64.00785259291216,3.5405224933730607E-7,2.2116954557134335E-6,12.81522476734484,8.651262605975386E-7,-2.8924087167300212E-11,-8.816457989808089E-12,1.957620469025992E-9,1.3601267650263079E-12,-1.5599890625551046E-12,1.9555858507613505E-9,-3.028421393232654E-11,-7.256468927253012E-12,2.0346182646417074E-12
64.10785259291217,3.5526284353305865E-7,2.211696236140043E-6,12.815229289369963,8.680843461107159E-7,-2.903246031866793E-11,-8.816464875701547E-12,1.964821537561865E-9,1.2900954326177643E-12,-1.5599884205017024E-12,1.9627799618030353E-9,-3.032255575128558E-11,-7.256476455199861E-12,2.041575758833311E-12
64.20785259291216,3.566302251825259E-7,2.2116970135980777E-6,12.815233794194274,8.714255415851893E-7,-2.913565101026742E-11,-8.816471750388795E-12,1.971870851976606E-9,1.2250342249158084E-12,-1.5599877840473787E-12,1.9698214177158556E-9,-3.0360685235183255E-11,-7.2564839663414026E-12,2.049434260740757E-12
64.30785259291216,3.578256869552408E-7,2.211697788105221E-6,12.81523828192024,8.743466510402257E-7,-2.9242886455730466E-11,-8.816478613865156E-12,1.9789862400112916E-9,1.1556979854811783E-12,-1.5599871531230415E-12,1.9769299352114376E-9,-3.039858444121162E-11,-7.256491460742125E-12,2.0563047998479914E-12
64.40785259291216,3.5917607719263237E-7,2.2116985596814027E-6,12.815242752663341,8.776463280190013E-7,-2.934500146443608E-11,-8.816485466123985E-12,1.985954601610099E-9,1.091271809877917E-12,-1.5599865276580493E-12,1.983890535945946E-9,-3.043627327431406E-11,-7.256498938465935E-12,2.0640656641518947E-12
64.50785259291216,3.6035748162204776E-7,2.2116993283439107E-6,12.815247206523741,8.805330883719918E-7,-2.945083028596899E-11,-8.816492307155469E-12,1.9929767754600093E-9,1.0229052751497676E-12,-1.5599859075787216E-12,1.990905920033905E-9,-3.0473735561118754E-11,-7.256506399576767E-12,2.0708554261058105E-12
64.60785259291217,3.616895750595183E-7,2.211700094112596E-6,12.81525164361647,8.837880571413814E-7,-2.9551469567214037E-11,-8.816499136956385E-12,1.9998529441980274E-9,9.59522330772219E-13,-1.5599852928184828E-12,1.997774433047069E-9,-3.051099189798619E-11,-7.256513844137896E-12,2.0785111509613346E-12
64.70785259291216,3.628569761444753E-7,2.2117008570041136E-6,12.815256064038024,8.866406003384285E-7,-2.965601026596088E-11,-8.816505955521974E-12,2.0067865900393024E-9,8.920136059795748E-13,-1.559984683309525E-12,2.00470136959342E-9,-3.0548023871940386E-11,-7.256521272212436E-12,2.0852204458872912E-12
64.80785259291216,3.641715503596014E-7,2.2117016170384457E-6,12.815260467904197,8.898527609083398E-7,-2.9755449642623595E-11,-8.816512762855834E-12,2.013579493194661E-9,8.294056981995483E-13,-1.5599840789926654E-12,2.0114867176950946E-9,-3.0584855340823115E-11,-7.256528683863182E-12,2.092775499560896E-12
64.90785259291216,3.653255644271023E-7,2.2117023742315067E-6,12.815264855307195,8.926725929437608E-7,-2.985877441019683E-11,-8.816519558943733E-12,2.0204276610703793E-9,7.626893747421552E-13,-1.5599834797913128E-12,2.018328253201286E-9,-3.062146378493893E-11,-7.256536079152411E-12,2.0994078691060536E-12
65.00785259291216,3.6662317907023515E-7,2.211703128603214E-6,12.815269226362421,8.958433128191782E-7,-2.9956805498121124E-11,-8.816526343791518E-12,2.027131873051716E-9,7.010714216816165E-13,-1.5599828856492042E-12,2.0250250075841982E-9,-3.065787691980274E-11,-7.256543458142311E-12,2.1068654675188522E-12
65.10785259291217,3.677624959728688E-7,2.211703880168965E-6,12.815273581159103,8.986272323492918E-7,-3.005905553957779E-11,-8.816533117393069E-12,2.0338998073887765E-9,6.3501375504216E-13,-1.5599822964984672E-12,2.031786394006263E-9,-3.069406929462002E-11,-7.256550820894617E-12,2.1134133825083813E-12
65.20785259291216,3.6904485864547375E-7,2.211704628948743E-6,12.81527791981302,9.017606840524151E-7,-3.015612857475909E-11,-8.81653987974913E-12,2.0405294851311105E-9,5.739427768775784E-13,-1.5599817122784852E-12,2.0384087017926147E-9,-3.073007135163667E-11,-7.256558167470624E-12,2.1207833384974426E-12
65.30785259291216,3.701710032603003E-7,2.211705374957075E-6,12.815282242408353,9.045124171125512E-7,-3.025697723462749E-11,-8.816546630858537E-12,2.047208336101756E-9,5.088761957083456E-13,-1.5599811329269284E-12,2.0450810805400253E-9,-3.0765853430335826E-11,-7.2565654979316065E-12,2.1272555617335087E-12
65.40785259291216,3.7143633485791397E-7,2.2117061182141925E-6,12.815286549062323,9.076042534036877E-7,-3.0352539792448354E-11,-8.816553370722148E-12,2.053747469542895E-9,4.4891111226356623E-13,-1.5599805583838805E-12,2.051612941891735E-9,-3.0801450904711944E-11,-7.2565728123382576E-12,2.1345276511595703E-12
65.50785259291216,3.7254817949422413E-7,2.2117068587339706E-6,12.815290839855336,9.103210444829059E-7,-3.0452388413556674E-11,-8.816560099342811E-12,2.0603503802467383E-9,3.8444204516638306E-13,-1.5599799885917512E-12,2.058209462544752E-9,-3.083683045872307E-11,-7.2565801107510815E-12,2.1409177019848865E-12
65.60785259291217,3.7379898910352094E-7,2.211707596536639E-6,12.815295114904599,9.133773963124337E-7,-3.054707579652877E-11,-8.816566816717949E-12,2.066818586134826E-9,3.24953932345712E-13,-1.5599794234877806E-12,2.0646704797912487E-9,-3.0872029728874456E-11,-7.256587393230182E-12,2.148106343585962E-12
65.70785259291216,3.7489791905558635E-7,2.2117083316353956E-6,12.815299374286589,9.160626303756776E-7,-3.064553234421955E-11,-8.816573522851022E-12,2.0733346309090372E-9,2.614798724347803E-13,-1.559978863015632E-12,2.0711802087263468E-9,-3.090701221665432E-11,-7.256594659835384E-12,2.1544221826817918E-12
65.80785259291216,3.7613226866779113E-7,2.2117090640504812E-6,12.81530361811859,9.190787622214018E-7,-3.0738768822828274E-11,-8.81658021774825E-12,2.0797154598514756E-9,2.030504315927762E-13,-1.5599783071219487E-12,2.077553943612331E-9,-3.09418192544211E-11,-7.256601910626294E-12,2.1615162391424E-12
65.90785259291216,3.77217811628185E-7,2.2117097937946514E-6,12.815307846474504,9.217312851860258E-7,-3.0836322661897916E-11,-8.816586901405311E-12,2.086160048748886E-9,1.4008922984274527E-13,-1.5599777557433199E-12,2.083992293596752E-9,-3.097641189174072E-11,-7.256609145661996E-12,2.167755152136936E-12
66.00785259291216,3.784379345793066E-7,2.21171052088818E-6,12.815312059471808,9.247126542018948E-7,-3.092882661794987E-11,-8.81659357383287E-12,2.092475625769785E-9,8.200696387131306E-14,-1.559977208831341E-12,2.0903008583122217E-9,-3.101083358182118E-11,-7.256616365001509E-12,2.174767457566651E-12
66.10785259291217,3.795117051033441E-7,2.2117112453431123E-6,12.815316257180296,9.273364112319362E-7,-3.1024858531838986E-11,-8.816600235028295E-12,2.098831051292318E-9,2.0183198132163163E-14,-1.559976666325045E-12,2.096650112569665E-9,-3.10450417299712E-11,-7.256623568703282E-12,2.1809387226553342E-12
66.20785259291216,3.807149146882015E-7,2.211711967179691E-6,12.815320439717263,9.302764524569556E-7,-3.111602646842994E-11,-8.816606885000719E-12,2.105064016932371E-9,-3.6942987658045386E-14,-1.559976128174962E-12,2.1028761630951725E-9,-3.1079083480771975E-11,-7.2566307568257534E-12,2.1878538372006874E-12
66.30785259291216,3.817762702879911E-7,2.2117126864097454E-6,12.815324607151249,9.328698736339967E-7,-3.121108219142121E-11,-8.816613523755233E-12,2.11134725260201E-9,-9.81676206223886E-14,-1.5599755943284717E-12,2.1091532988399658E-9,-3.1112914570798895E-11,-7.256637929426751E-12,2.1939537620441497E-12
66.40785259291216,3.829654670143339E-7,2.2117134030531877E-6,12.81532875959763,9.357756744554891E-7,-3.130148208784451E-11,-8.816620151294519E-12,2.1175154338762185E-9,-1.5489969366003742E-13,-1.5599750647304032E-12,2.115314645522341E-9,-3.1146582394184534E-11,-7.256645086564086E-12,2.2007883538676924E-12
66.50785259291216,3.840148231781337E-7,2.2117141171214893E-6,12.815332897122877,9.383397750246073E-7,-3.139521002224184E-11,-8.816626767630199E-12,2.1237166716580422E-9,-2.1516824369015772E-13,-1.5599745393351376E-12,2.121509852332039E-9,-3.1180041778551724E-11,-7.256652228295077E-12,2.2068193260005267E-12
66.60785259291217,3.851886844198252E-7,2.2117148286342218E-6,12.815337019840388,9.412081036071425E-7,-3.148438952515753E-11,-8.816633372759548E-12,2.1298073551390797E-9,-2.710487496155594E-13,-1.5599740180826997E-12,2.127593789344887E-9,-3.121334077554196E-11,-7.256659354676842E-12,2.2135657941954412E-12
66.70785259291216,3.862257013913357E-7,2.2117155376027807E-6,12.8153411278162,9.437420533742104E-7,-3.157716707048805E-11,-8.816639966695643E-12,2.135938550127343E-9,-3.3073262899083136E-13,-1.5599735009295095E-12,2.133719024266348E-9,-3.124643444149723E-11,-7.256666465766146E-12,2.219525860987182E-12
66.80785259291216,3.8738642640139794E-7,2.2117162440464335E-6,12.815345221161953,9.465782835899972E-7,-3.166543415678077E-11,-8.816646549446338E-12,2.141961487995999E-9,-3.860636555908978E-13,-1.5599729878269231E-12,2.139735291152155E-9,-3.127937050118987E-11,-7.256673561619442E-12,2.2261968438449504E-12
66.90785259291216,3.8841093501320866E-7,2.211716947976391E-6,12.815349299942602,9.490816691946483E-7,-3.175701197438988E-11,-8.816653121016501E-12,2.14801577191446E-9,-4.4490784199247555E-13,-1.559972478723472E-12,2.1457836868814684E-9,-3.1312104132397346E-11,-7.256680642293011E-12,2.232085032991062E-12
67.00785259291216,3.89557843679035E-7,2.2117176494116033E-6,12.815353364267951,9.518841391893198E-7,-3.1843955574847886E-11,-8.816659681413926E-12,2.153959282962989E-9,-4.992722097622074E-13,-1.559971973571214E-12,2.151720606341041E-9,-3.1344683365085696E-11,-7.256687707842716E-12,2.2386766219454114E-12
67.10785259291217,3.9056893281172695E-7,2.2117183483630637E-6,12.815357414201701,9.543547343123113E-7,-3.193478230365914E-11,-8.816666230650037E-12,2.159951143066016E-9,-5.577194367183021E-13,-1.5599714723258413E-12,2.1577066553686658E-9,-3.1377062866940874E-11,-7.2566947583241925E-12,2.2444876973540873E-12
67.20785259291216,3.9170505389343945E-7,2.2117190448494906E-6,12.815361449852308,9.571308448577104E-7,-3.202081888894243E-11,-8.816672768732063E-12,2.1658280533849223E-9,-6.115280236293488E-13,-1.5599709749393252E-12,2.163577036087256E-9,-3.1409290865313085E-11,-7.256701793792744E-12,2.2510172976652568E-12
67.30785259291216,3.9270216258405047E-7,2.2117197388813693E-6,12.815365471280527,9.59567278786693E-7,-3.2110585374408636E-11,-8.816679295668426E-12,2.1717492103411575E-9,-6.692648061324507E-13,-1.5599704813649484E-12,2.1694924623056695E-9,-3.144132056827621E-11,-7.2567088143034636E-12,2.2567480354904824E-12
67.40785259291216,3.938268234153787E-7,2.2117204304775247E-6,12.81536947859544,9.623153862235703E-7,-3.219534166701947E-11,-8.816685811470148E-12,2.1775487769676305E-9,-7.221391925235016E-13,-1.5599699915590484E-12,2.1752855651862333E-9,-3.147320247449589E-11,-7.256715819911104E-12,2.2632117813991575E-12
67.50785259291216,3.9480974438160115E-7,2.2117211196478934E-6,12.815373471854617,9.647171524644646E-7,-3.2284305718762296E-11,-8.816692316144254E-12,2.1834080483768092E-9,-7.794175342556038E-13,-1.559969505474058E-12,2.1811391873865184E-9,-3.15048881845067E-11,-7.256722810670214E-12,2.268860990292351E-12
67.60785259291217,3.9592451679031905E-7,2.2117218064113235E-6,12.815377451167274,9.674410975521644E-7,-3.2368173460965524E-11,-8.816698809706523E-12,2.1891424500407367E-9,-8.31744562070861E-13,-1.5599690230716775E-12,2.186867182126219E-9,-3.1536428898894594E-11,-7.2567297866348375E-12,2.275267914514501E-12
67.70785259291216,3.9689316276055166E-7,2.2117224907773696E-6,12.81538141658877,9.698079828569146E-7,-3.245587022543915E-11,-8.816705292162302E-12,2.194926021200603E-9,-8.880939960296208E-13,-1.5599685443032566E-12,2.192645186107809E-9,-3.156777622940949E-11,-7.256736747859062E-12,2.2808350927969046E-12
67.80785259291216,3.979962689834163E-7,2.211723172764644E-6,12.81538536822695,9.725034216330132E-7,-3.253853883298843E-11,-8.816711763527898E-12,2.2005872060112527E-9,-9.395585480844351E-13,-1.5599680691314734E-12,2.198300031032364E-9,-3.159898028490403E-11,-7.256743694396449E-12,2.2871749788899625E-12
67.90785259291216,3.989523788071017E-7,2.2117238523826273E-6,12.815389306136753,9.748396748782155E-7,-3.262562795127979E-11,-8.816718223810336E-12,2.2063146156207705E-9,-9.956320115288256E-13,-1.5599675975098857E-12,2.204021945501677E-9,-3.162999593975098E-11,-7.256750626300454E-12,2.292670119098034E-12
68.00785259291216,4.000452992801905E-7,2.21172452964979E-6,12.815393230425197,9.775102247865503E-7,-3.270765599069728E-11,-8.816724673019735E-12,2.2119205938226778E-9,-1.0467871522726862E-12,-1.5599671293956428E-12,2.2096216423480886E-9,-3.166086883842468E-11,-7.256757543624102E-12,2.2989514745882467E-12
